No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e7_0,e7_1,e8_0,e8_1,e9_0,e9_1,e10_0,e10_1,e11_0,e11_1,e12_0,e12_1
12961,999.99,999.99,999.99,999.99,999.99,999.99,33.01,26.15,10.39,22.10,84.18,999.99,11.48,5,180,0,83,0,270,0,125,0,102,0,153,3,94,0,141,0,140,0,210,2,140,0,210
12962,999.99,999.99,999.99,999.99,999.99,999.99,51.75,57.77,8.78,54.70,96.68,40.80,18.00,2,235,0,110,1,353,0,165,1,94,0,141,5,102,2,153,2,185,0,280,92,185,27,280
12963,999.99,999.99,999.99,999.99,999.99,999.99,44.47,391.32,23.44,348.45,76.91,999.99,8.84,3,235,0,110,1,353,0,165,0,94,0,141,2,86,0,129,0,185,0,280,59,185,8,280
12964,999.99,999.99,999.99,999.99,999.99,999.99,39.54,35.44,12.92,32.99,61.87,31.77,26.20,0,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,140,0,210,0,140,0,210
12966,999.99,938.71,938.71,999.99,17.14,17.14,80.35,51.98,12.46,55.30,999.99,77.57,26.40,1,180,0,83,1,270,0,125,0,102,0,153,1,86,1,129,1,185,1,280,3,185,3,280
12967,999.99,999.99,999.99,999.99,3.43,3.43,20.67,34.75,4.75,37.63,35.45,16.01,17.00,1,235,0,110,4,353,0,165,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
12968,999.99,26.79,26.79,8.43,3.11,3.11,12.97,22.78,4.41,16.07,19.61,20.09,4.18,27,235,2,110,17,353,1,165,0,102,0,153,3,86,2,129,0,185,0,280,31,185,19,280
12969,999.99,999.99,999.99,999.99,999.99,999.99,89.35,517.99,51.47,434.71,999.99,999.99,15.87,1,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,1,140,0,210
12970,999.99,999.99,999.99,999.99,999.99,999.99,26.98,51.63,10.05,46.90,38.27,73.42,8.27,1,180,0,83,0,270,0,125,0,86,0,129,1,102,0,153,0,185,0,280,10,185,0,280
12971,999.99,999.99,999.99,999.99,999.99,999.99,27.88,150.33,6.24,149.12,38.77,23.64,10.00,1,180,0,83,1,270,0,125,1,110,1,165,2,86,1,129,13,185,6,280,5,185,2,280
12972,999.99,999.99,999.99,10.50,10.50,12.43,8.32,5.37,2.32,3.70,19.71,6.54,7.05,3,235,0,110,0,353,0,165,1,86,0,129,11,110,1,165,9,185,1,280,35,185,2,280
12973,999.99,999.99,999.99,999.99,999.99,999.99,43.69,266.59,21.38,291.05,71.17,61.65,6.10,4,180,0,83,5,270,0,125,0,102,0,153,1,86,1,129,0,140,0,210,10,140,12,210
12974,999.99,654.58,654.58,999.99,22.92,22.92,147.23,816.56,25.98,999.99,999.99,999.99,9.75,2,235,0,110,4,353,0,165,0,102,0,153,0,86,1,129,0,140,0,210,1,140,3,210
12975,999.99,999.99,999.99,9594.13,11.49,11.49,23.01,11.04,5.35,11.61,37.92,31.43,10.23,2,180,0,83,4,270,0,125,0,94,0,141,1,102,2,153,0,140,0,210,13,140,33,210
12976,999.99,999.99,999.99,999.99,103.48,103.48,86.42,999.99,39.31,999.99,999.99,999.99,5.53,2,235,0,110,1,353,0,165,0,102,0,153,2,102,1,153,0,185,0,280,31,185,11,280
12977,999.99,999.99,999.99,999.99,2.47,2.47,6.70,18.40,3.34,19.53,14.95,10.63,1.98,12,235,1,110,14,353,1,165,0,86,0,129,26,86,38,129,0,185,0,280,100,185,149,280
12978,999.99,999.99,999.99,999.99,8.04,8.04,19.39,44.30,6.31,39.96,26.94,54.60,6.67,10,180,0,83,2,270,0,125,0,110,0,165,26,86,3,129,0,140,0,210,172,140,19,210
12979,999.99,9.39,9.39,999.99,5.50,5.50,7.49,27.34,6.25,24.49,22.46,28.26,3.93,39,180,2,83,21,270,1,125,0,102,0,153,17,110,8,165,0,140,0,210,15,140,7,210
12980,999.99,999.99,999.99,999.99,999.99,999.99,65.30,808.36,14.84,856.48,999.99,999.99,17.31,1,180,0,83,1,270,0,125,1,86,1,129,4,110,3,165,9,140,11,210,14,140,10,210
12981,999.99,999.99,999.99,999.99,999.99,999.99,101.53,68.79,14.78,57.43,999.99,49.90,48.20,3,180,0,83,0,270,0,125,0,86,0,129,1,86,0,129,0,185,0,280,9,185,0,280
12982,999.99,1.04,1.26,999.99,1.79,2.12,3.85,47.15,3.40,43.05,6.36,2.04,4.96,28,180,1,83,14,270,1,125,0,86,0,129,19,102,2,153,0,185,0,280,187,185,23,280
12983,999.99,999.99,999.99,999.99,36.77,36.84,16.05,32.48,3.42,35.08,23.19,16.88,17.80,0,180,0,83,0,270,0,125,0,110,0,165,0,86,1,129,0,140,0,210,3,140,12,210
12984,999.99,164.97,164.97,999.99,62.49,62.49,54.71,999.99,31.39,999.99,90.90,85.22,11.95,3,180,0,83,2,270,0,125,3,102,3,153,4,102,2,153,73,140,57,210,25,140,17,210
12985,999.99,999.99,999.99,999.99,24.62,24.62,23.36,165.88,12.57,139.58,37.77,54.12,9.59,17,235,1,110,6,353,0,165,0,86,0,129,80,102,27,153,0,185,0,280,829,185,281,280
12986,999.99,999.99,999.99,999.99,999.99,999.99,23.41,17.35,7.39,23.78,26.40,15.76,36.43,3,180,0,83,5,270,1,125,2,86,28,129,10,94,32,141,40,140,559,210,2,140,8,210
12987,999.99,999.99,999.99,999.99,20.57,20.57,44.37,155.38,13.12,141.44,53.94,74.97,11.80,3,235,0,110,1,353,0,165,0,86,0,129,2,102,1,153,0,185,0,280,16,185,4,280
12988,999.99,999.99,999.99,18.61,13.89,13.89,38.91,41.25,4.66,48.58,32.68,8.26,13.50,0,180,0,83,4,270,0,125,0,102,0,153,0,102,15,153,0,140,1,210,0,140,34,210
12989,999.99,999.99,999.99,999.99,999.99,999.99,17.76,87.78,15.20,118.65,34.49,34.13,22.17,0,235,0,110,0,353,0,165,0,86,0,129,0,102,0,153,0,185,0,280,0,185,1,280
12990,999.99,11.42,11.42,999.99,4.70,4.70,16.80,124.01,12.85,119.84,42.20,31.11,4.18,46,235,1,110,63,353,2,165,0,86,0,129,31,110,46,165,0,140,0,210,8,140,13,210
12991,999.99,999.99,999.99,999.99,999.99,999.99,11.66,22.99,10.04,21.53,20.01,27.08,4.44,5,180,0,83,2,270,0,125,8,102,3,153,11,94,4,141,61,140,21,210,9,140,3,210
12992,999.99,18.29,18.29,999.99,5.34,5.34,12.84,45.69,7.37,45.69,43.32,32.56,3.88,12,180,1,83,10,270,1,125,0,86,0,129,4,102,4,153,0,140,0,210,72,140,62,210
12993,999.99,7.43,7.43,999.99,1.98,1.98,7.09,15.42,4.46,14.46,13.55,12.87,4.30,29,180,1,83,13,270,1,125,0,86,0,129,10,102,4,153,0,185,0,280,287,185,124,280
12994,999.99,999.99,999.99,999.99,999.99,999.99,96.67,60.00,14.68,59.28,999.99,70.55,19.86,1,180,0,83,0,270,0,125,0,86,0,129,0,86,0,129,0,185,0,280,8,185,3,280
12995,999.99,999.99,999.99,999.99,5.95,5.95,22.43,349.89,5.65,312.87,62.34,25.79,12.62,3,180,0,83,1,270,0,125,0,86,0,129,2,86,0,129,0,185,0,280,61,185,4,280
12996,999.99,999.99,999.99,999.99,7.84,7.84,13.41,44.90,3.71,55.03,27.98,11.99,15.11,1,180,0,83,6,270,0,125,0,102,0,153,0,86,2,129,0,140,0,210,2,140,16,210
12997,999.99,999.99,999.99,999.99,999.99,999.99,27.95,19.18,9.96,24.05,70.29,999.99,33.36,0,180,0,83,1,270,0,125,0,86,0,129,0,102,1,153,0,140,2,210,0,140,1,210
12998,999.99,66.61,66.61,999.99,5.90,5.90,16.10,32.80,6.53,34.87,26.05,23.19,8.05,23,235,1,110,28,353,1,165,0,94,0,141,17,110,24,165,0,185,0,280,79,185,112,280
12999,999.99,999.99,999.99,999.99,1.42,1.46,9.54,60.35,3.05,65.00,34.12,23.51,5.17,10,235,0,110,10,353,0,165,0,102,0,153,1,86,1,129,0,185,0,280,3,185,4,280
13000,999.99,216.22,216.22,999.99,13.70,13.70,62.05,378.66,8.93,361.70,999.99,999.99,10.29,4,235,0,110,2,353,0,165,6,110,4,165,8,102,5,153,38,185,24,280,66,185,40,280
13001,999.99,999.99,999.99,999.99,5.30,5.30,36.05,206.73,6.01,210.27,51.89,51.63,21.08,1,180,0,83,1,270,0,125,1,102,1,153,2,110,1,165,1,140,1,210,10,140,7,210
13002,999.99,999.99,999.99,999.99,6.26,6.26,19.46,21.14,2.19,28.28,59.84,35.21,34.43,0,180,0,83,2,270,0,125,0,102,0,153,0,86,7,129,4,140,0,210,5,140,140,210
13003,999.99,999.99,999.99,999.99,999.99,999.99,30.21,151.74,20.21,159.09,90.07,80.39,3.95,4,180,0,83,4,270,0,125,0,94,0,141,6,86,7,129,0,140,0,210,240,140,300,210
13004,999.99,999.99,1011.27,999.99,3.09,3.24,49.06,11.44,15.69,11.49,97.54,80.85,23.86,1,235,0,110,1,353,0,165,0,94,0,141,3,86,3,129,0,185,0,280,15,185,14,280
13005,999.99,45.34,45.34,999.99,12.68,12.68,14.46,48.21,8.82,49.79,23.75,23.88,6.09,11,180,1,83,11,270,1,125,0,102,1,153,26,110,20,165,1,185,2,280,212,185,166,280
13006,999.99,11.42,11.42,999.99,4.70,4.70,16.80,124.01,12.85,119.84,42.20,31.11,4.18,46,235,1,110,63,353,2,165,0,86,0,129,31,110,46,165,0,140,0,210,8,140,13,210
13007,999.99,999.99,999.99,999.99,1.61,1.61,6.06,10.06,4.07,10.06,6.71,5.13,5.42,171,180,5,83,204,270,6,125,0,94,0,141,34,86,41,129,0,140,0,210,665,140,785,210
13008,999.99,999.99,999.99,999.99,1.10,1.64,43.43,9.62,2.37,12.67,999.99,10.50,35.75,0,235,0,110,20,353,1,165,0,102,0,153,0,86,12,129,0,140,0,210,0,140,85,210
13010,999.99,44.11,44.11,999.99,10.21,10.28,12.04,18.93,7.13,18.83,32.90,28.47,4.42,33,180,1,83,23,270,0,125,0,110,0,165,8,102,6,153,0,140,0,210,151,140,113,210
13011,999.99,999.99,999.99,999.99,3.36,3.81,8.84,44.06,3.16,50.16,9.77,5.52,7.94,5,235,0,110,6,353,0,165,0,86,0,129,11,86,46,129,0,140,0,210,77,140,320,210
13012,999.99,999.99,999.99,999.99,8.99,8.99,56.99,63.70,7.01,63.70,999.99,999.99,11.27,4,180,0,83,3,270,0,125,0,102,0,153,2,86,1,129,0,140,0,210,2,140,1,210
13013,999.99,999.99,999.99,4.39,4.39,5.87,8.94,12.19,2.64,6.54,10.13,1.14,5.26,1,180,0,83,2,270,0,125,3,94,0,141,5,102,0,153,11,185,0,280,133,185,0,280
13014,999.99,105.57,105.57,999.99,4.43,4.43,52.79,465.96,15.18,512.62,999.99,80.73,3.77,11,235,0,110,17,353,1,165,0,102,0,153,7,86,16,129,0,185,0,280,74,185,163,280
13015,999.99,999.99,999.99,999.99,49.74,49.74,54.55,74.34,14.74,80.77,48.66,58.50,14.40,2,180,0,83,2,270,0,125,0,86,0,129,0,102,0,153,0,140,0,210,0,140,1,210
13016,999.99,999.99,999.99,999.99,14.77,14.77,64.49,153.14,12.10,179.10,999.99,69.34,14.15,3,235,0,110,4,353,0,165,0,102,1,153,2,102,3,153,1,140,4,210,38,140,57,210
13017,999.99,999.99,999.99,999.99,999.99,999.99,42.40,110.57,17.82,120.70,91.47,82.50,4.61,1,180,0,83,1,270,0,125,1,86,2,129,8,102,8,153,13,185,28,280,65,185,70,280
13018,999.99,999.99,999.99,999.99,999.99,999.99,33.40,321.87,32.36,289.81,66.24,999.99,4.86,2,180,0,83,1,270,0,125,0,102,0,153,3,86,1,129,0,185,0,280,5,185,2,280
13019,999.99,241.46,241.46,7.91,6.11,6.11,9.64,4.49,3.66,3.84,15.77,7.64,5.03,16,235,0,110,15,353,1,165,0,86,0,129,38,110,36,165,0,185,0,280,436,185,420,280
13020,999.99,2.74,2.74,999.99,1.87,1.87,6.83,27.54,5.17,26.10,14.15,13.28,2.72,89,235,4,110,49,353,2,165,0,86,0,129,9,102,4,153,0,185,0,280,83,185,38,280
13021,999.99,999.99,999.99,999.99,999.99,999.99,38.56,144.56,19.83,145.82,61.20,52.74,6.63,2,235,0,110,1,353,0,165,0,102,0,153,0,86,0,129,0,140,0,210,0,140,0,210
13022,999.99,999.99,999.99,999.99,36.29,36.29,435.53,173.86,16.70,214.95,999.99,999.99,96.50,0,235,0,110,0,353,0,165,0,86,1,129,0,86,3,129,0,185,6,280,1,185,93,280
13023,999.99,999.99,999.99,999.99,3.71,3.71,17.99,320.56,8.88,339.26,34.33,24.97,4.85,55,235,1,110,56,353,2,165,0,102,0,153,4,102,5,153,0,185,0,280,14,185,16,280
13024,999.99,44.11,44.11,999.99,10.21,10.28,12.04,18.93,7.13,18.83,32.90,28.47,4.42,33,180,1,83,23,270,0,125,0,110,0,165,8,102,6,153,0,140,0,210,151,140,113,210
13025,999.99,999.99,999.99,999.99,999.99,999.99,41.50,331.68,19.87,328.04,999.99,999.99,15.60,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,185,0,280,0,185,0,280
13027,999.99,999.99,999.99,17.15,4.14,4.14,8.73,11.42,3.06,9.95,17.00,14.86,5.49,3,235,0,110,3,353,0,165,0,86,0,129,2,102,2,153,0,185,0,280,29,185,23,280
13028,999.99,999.99,999.99,999.99,33.10,33.10,93.63,46.47,22.80,59.22,999.99,999.99,27.75,0,235,0,110,1,353,0,165,0,102,0,153,1,102,12,153,0,185,0,280,7,185,56,280
13029,999.99,999.99,999.99,999.99,999.99,999.99,118.89,206.47,15.29,230.06,999.99,95.64,11.50,1,235,0,110,2,353,0,165,0,86,0,129,0,102,1,153,0,140,0,210,0,140,3,210
13030,999.99,999.99,999.99,999.99,4.60,4.60,33.93,22.77,5.91,27.80,55.76,19.19,5.63,4,235,0,110,13,353,1,165,0,110,0,165,5,86,25,129,0,185,0,280,38,185,210,280
13031,999.99,2.54,2.54,999.99,6.45,6.45,11.45,97.07,13.18,94.40,36.59,33.21,3.97,49,180,3,83,61,270,4,125,0,102,0,153,83,110,109,165,0,185,0,280,263,185,346,280
13032,999.99,2.54,2.54,999.99,6.45,6.45,11.45,97.07,13.18,94.40,36.59,33.21,3.97,49,180,3,83,61,270,4,125,0,102,0,153,83,110,109,165,0,185,0,280,263,185,346,280
13034,999.99,999.99,999.99,999.99,11.25,11.25,35.32,9.65,7.55,10.62,76.08,37.84,10.13,2,235,0,110,6,353,0,165,0,110,0,165,1,86,5,129,0,185,0,280,5,185,29,280
13035,999.99,18.38,18.38,5.30,3.67,3.67,11.43,40.05,7.84,21.04,19.43,87.29,2.07,13,180,1,83,0,270,0,125,6,86,0,129,167,94,1,141,292,185,0,280,502,185,2,280
13036,999.99,339.23,339.23,999.99,3.40,3.41,41.11,40.46,7.04,45.98,61.02,28.92,12.19,21,235,0,110,37,353,1,165,0,86,0,129,11,110,31,165,0,140,0,210,8,140,22,210
13037,999.99,999.99,999.99,999.99,0.62,0.62,9.18,69.68,3.41,71.58,12.68,5.47,3.72,106,235,3,110,249,353,9,165,0,110,0,165,41,86,123,129,0,140,0,210,378,140,1129,210
13038,999.99,999.99,999.99,999.99,54.39,54.39,24.70,52.08,12.81,51.11,37.95,47.97,13.06,2,235,0,110,1,353,0,165,0,110,0,165,0,102,0,153,0,185,0,280,4,185,2,280
13039,999.99,999.99,999.99,999.99,37.92,37.92,37.80,190.63,17.71,203.17,999.99,98.42,14.62,2,180,0,83,2,270,0,125,0,86,0,129,1,86,2,129,0,185,0,280,23,185,32,280
13040,999.99,999.99,999.99,999.99,999.99,999.99,27.22,30.30,6.69,44.62,51.99,17.38,11.06,1,180,0,83,16,270,1,125,1,102,70,153,1,102,31,153,20,140,1038,210,6,140,180,210
13041,999.99,999.99,999.99,999.99,23.23,23.23,63.20,54.22,16.47,59.53,999.99,70.78,17.59,2,235,0,110,3,353,0,165,0,86,0,129,0,102,2,153,0,140,0,210,1,140,3,210
13042,999.99,142.47,142.47,999.99,2.14,2.22,31.36,198.18,4.04,237.11,50.66,16.40,9.52,9,180,0,83,24,270,1,125,0,86,1,129,77,94,175,141,0,140,4,210,284,140,645,210
13043,999.99,10.14,10.14,999.99,1.97,1.97,7.17,13.43,3.08,11.69,26.41,25.29,5.98,25,235,1,110,8,353,0,165,0,110,0,165,7,102,2,153,0,140,0,210,67,140,15,210
13044,999.99,382.43,382.43,999.99,20.26,20.26,27.12,55.69,7.26,50.95,65.70,86.60,9.42,3,235,0,110,1,353,0,165,0,110,0,165,1,86,0,129,0,185,0,280,12,185,4,280
13045,999.99,999.99,999.99,999.99,17.71,17.71,23.82,210.80,3.68,207.45,35.25,7.62,21.86,1,180,0,83,1,270,0,125,0,102,0,153,1,86,1,129,0,185,0,280,14,185,15,280
13046,999.99,999.99,999.99,999.99,1.19,1.19,34.94,30.14,4.91,41.86,999.99,35.11,7.89,1,180,0,83,7,270,1,125,1,86,49,129,3,102,41,153,6,185,339,280,24,185,376,280
13047,999.99,999.99,999.99,999.99,19.62,19.62,164.53,42.61,16.07,52.06,999.99,999.99,49.00,0,180,0,83,3,270,0,125,0,102,0,153,0,102,0,153,0,140,0,210,0,140,1,210
13048,999.99,999.99,14035.82,999.99,32.68,32.68,154.77,92.17,13.68,130.76,999.99,47.60,42.75,1,235,0,110,2,353,0,165,1,86,10,129,4,86,18,129,18,140,177,210,30,140,152,210
13049,999.99,999.99,999.99,7.20,4.78,4.78,23.10,92.56,1.89,15.04,21.77,9.27,11.83,1,235,0,110,2,353,0,165,0,86,2,129,2,94,5,141,3,140,19,210,4,140,8,210
13050,999.99,999.99,999.99,999.99,999.99,999.99,14.98,67.78,11.45,69.54,31.90,26.68,8.89,3,180,0,83,2,270,0,125,0,102,0,153,3,94,3,141,0,185,0,280,3,185,3,280
13051,999.99,89.09,89.09,999.99,3.54,3.54,36.86,360.92,4.08,335.86,999.99,6.67,17.05,13,180,0,83,22,270,0,125,3,94,2,141,48,110,13,165,2,140,1,210,63,140,17,210
13052,999.99,999.99,999.99,1.02,0.91,0.91,19.54,15.27,3.40,7.45,17.22,6.32,2.98,13,235,1,110,80,353,5,165,0,102,102,153,20,102,111,153,0,140,1672,210,417,140,2341,210
13053,999.99,999.99,999.99,999.99,5.94,5.94,136.77,53.86,8.52,59.60,999.99,32.95,31.75,1,235,0,110,4,353,0,165,0,94,0,141,0,86,2,129,0,140,0,210,1,140,7,210
13054,999.99,806.53,806.53,999.99,6.23,6.23,139.25,445.44,19.07,445.44,999.99,999.99,17.92,2,180,0,83,1,270,0,125,0,102,0,153,1,102,0,153,0,140,0,210,7,140,5,210
13055,999.99,73.04,73.04,999.99,7.33,7.33,9.94,33.18,8.65,28.25,17.90,26.97,6.40,5,235,0,110,2,353,0,165,0,86,0,129,4,86,1,129,0,185,0,280,23,185,5,280
13056,999.99,28.82,28.82,999.99,16.15,16.18,12.50,64.17,6.40,64.17,51.96,33.75,7.00,4,235,0,110,3,353,0,165,0,86,0,129,1,86,1,129,0,185,0,280,1,185,1,280
13057,999.99,999.99,999.99,999.99,3.77,3.77,127.22,72.87,6.62,80.96,999.99,999.99,46.20,0,235,0,110,3,353,0,165,0,102,0,153,0,110,2,165,0,140,0,210,0,140,3,210
13058,999.99,432.52,432.52,999.99,14.12,14.12,111.07,102.99,15.04,120.07,63.65,46.52,9.92,0,180,0,83,1,270,0,125,0,86,2,129,2,86,3,129,0,140,7,210,37,140,52,210
13059,999.99,18.44,18.63,999.99,22.00,22.00,6.19,11.68,8.31,9.37,19.52,38.78,4.70,69,180,1,83,16,270,0,125,0,86,0,129,2,86,0,129,0,185,0,280,5,185,1,280
13060,999.99,999.99,2175.94,999.99,6.09,6.09,37.37,266.87,17.53,269.35,999.99,999.99,6.85,7,180,0,83,6,270,0,125,0,110,0,165,5,102,4,153,0,140,0,210,33,140,27,210
13061,999.99,999.99,999.99,999.99,21.06,21.06,36.76,89.70,10.80,82.94,68.78,59.50,9.76,2,180,0,83,0,270,0,125,4,110,0,165,22,86,4,129,3,140,0,210,421,140,83,210
13062,999.99,51.06,51.06,999.99,16.63,16.63,30.45,54.00,15.75,49.95,97.99,999.99,6.77,11,180,0,83,7,270,0,125,0,102,0,153,15,102,9,153,0,185,0,280,135,185,79,280
13063,999.99,51.06,51.06,999.99,16.63,16.63,30.45,54.00,15.75,49.95,97.99,999.99,6.77,11,180,0,83,7,270,0,125,0,102,0,153,15,102,9,153,0,185,0,280,135,185,79,280
13065,999.99,457.87,457.87,999.99,11.96,11.96,30.52,67.05,8.56,60.77,41.66,65.41,7.47,1,180,0,83,1,270,0,125,0,102,0,153,3,86,1,129,0,140,0,210,41,140,16,210
13066,999.99,457.87,457.87,999.99,11.96,11.96,30.52,67.05,8.56,60.77,41.66,65.41,7.47,1,180,0,83,1,270,0,125,0,102,0,153,3,86,1,129,0,140,0,210,41,140,16,210
13068,999.99,16.02,16.02,6.75,2.35,2.35,14.13,34.86,5.48,22.01,32.98,20.09,2.77,9,180,1,83,16,270,1,125,0,86,0,129,3,94,6,141,0,140,0,210,4,140,9,210
13069,999.99,999.99,999.99,999.99,999.99,999.99,10.89,83.72,29.25,66.57,42.45,999.99,1.47,25,180,1,83,3,270,0,125,0,102,0,153,398,94,21,141,0,140,0,210,1359,140,71,210
13070,999.99,999.99,999.99,999.99,11.13,11.13,23.22,352.15,7.55,326.01,32.47,34.75,4.48,7,235,0,110,4,353,0,165,0,94,0,141,6,102,3,153,0,185,0,280,124,185,60,280
13071,999.99,79.72,79.72,30.35,18.92,18.94,10.75,13.20,5.06,10.15,19.20,46.30,4.43,13,180,0,83,2,270,0,125,0,102,0,153,1,86,0,129,0,185,0,280,1,185,0,280
13072,999.99,999.99,999.99,999.99,999.99,999.99,115.33,128.47,61.58,126.06,999.99,999.99,59.00,0,180,0,83,0,270,0,125,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
13073,999.99,999.99,999.99,999.99,4.35,4.35,21.31,48.85,7.75,48.85,68.95,45.57,7.45,6,235,0,110,5,353,0,165,0,86,0,129,2,86,2,129,0,140,0,210,3,140,2,210
13074,999.99,2.59,2.59,999.99,3.10,3.10,12.21,134.54,20.44,99.37,30.02,999.99,4.27,13,180,1,83,0,270,0,125,51,102,0,153,46,102,0,153,1090,140,0,210,343,140,0,210
13075,999.99,999.99,999.99,999.99,9.27,9.27,10.05,9.15,3.78,8.30,30.73,47.56,11.76,5,235,0,110,1,353,0,165,0,110,0,165,18,110,2,165,0,140,1,210,53,140,6,210
13076,999.99,999.99,999.99,16.54,3.29,5.52,7.84,13.33,2.11,10.47,5.76,2.81,24.38,1,180,0,83,8,270,0,125,0,86,0,129,1,94,0,141,0,140,0,210,0,140,0,210
13077,999.99,999.99,999.99,999.99,999.99,999.99,165.07,863.89,23.95,709.63,999.99,999.99,11.50,0,235,0,110,0,353,0,165,0,102,0,153,1,102,0,153,0,185,0,280,17,185,0,280
13078,999.99,85.45,85.45,999.99,9.96,9.96,29.35,128.83,7.13,143.55,61.84,47.83,4.65,11,180,1,83,13,270,1,125,0,86,0,129,2,102,3,153,0,140,0,210,37,140,54,210
13079,999.99,3.77,3.97,999.99,2.81,3.00,12.89,195.05,10.15,198.34,64.12,57.57,3.83,11,180,1,83,9,270,1,125,6,86,7,129,30,102,22,153,224,140,274,210,349,140,264,210
13080,999.99,999.99,999.99,999.99,3.89,3.89,9.76,37.60,6.45,35.10,40.13,31.23,5.41,8,180,1,83,23,270,4,125,0,102,0,153,29,102,118,153,0,140,3,210,177,140,731,210
13081,999.99,999.99,999.99,999.99,7.39,7.39,198.36,239.65,7.90,250.18,999.99,80.76,22.90,1,180,0,83,2,270,0,125,3,102,7,153,3,110,11,165,14,185,34,280,8,185,26,280
13082,999.99,999.99,999.99,999.99,999.99,999.99,86.30,163.36,60.90,171.61,999.99,999.99,17.11,1,235,0,110,1,353,0,165,0,86,0,129,2,110,4,165,0,185,0,280,9,185,14,280
13083,999.99,3.22,3.22,999.99,1.16,1.18,10.82,654.59,4.20,622.68,21.52,8.05,3.46,40,180,3,83,221,270,16,125,0,86,0,129,2,86,15,129,0,140,0,210,5,140,31,210
13084,999.99,99.34,99.34,999.99,28.68,28.68,31.60,304.84,16.01,267.26,97.07,93.12,8.54,9,180,0,83,5,270,0,125,1,102,1,153,5,86,2,129,4,140,2,210,92,140,39,210
13085,999.99,999.99,999.99,999.99,999.99,999.99,13.44,53.13,5.13,48.98,25.04,12.26,10.20,6,180,1,83,37,270,4,125,0,86,0,129,8,102,48,153,0,140,0,210,65,140,420,210
13086,999.99,999.99,999.99,999.99,999.99,999.99,20.39,21.36,16.11,27.66,65.50,999.99,14.06,0,235,0,110,3,353,0,165,0,110,0,165,0,86,1,129,0,140,0,210,0,140,0,210
13087,999.99,10.50,10.50,999.99,4.89,5.35,3.50,17.31,2.91,16.88,4.09,2.56,6.96,5,180,0,83,3,270,1,125,0,110,0,165,6,86,3,129,0,185,0,280,56,185,26,280
13088,999.99,7.64,7.64,999.99,2.91,2.91,17.67,62.26,8.77,60.29,67.47,61.45,4.02,33,235,1,110,23,353,1,165,0,86,0,129,16,102,11,153,0,140,0,210,23,140,15,210
13089,999.99,999.99,999.99,999.99,999.99,999.99,116.87,412.99,24.37,418.15,999.99,999.99,10.50,2,235,0,110,2,353,0,165,1,110,1,165,2,86,2,129,0,140,0,210,6,140,5,210
13090,999.99,1.11,1.11,999.99,1.12,1.12,3.77,22.37,3.34,21.28,8.76,8.59,2.26,51,180,3,83,41,270,2,125,0,86,0,129,37,110,25,165,0,140,0,210,183,140,122,210
13091,999.99,34.18,34.18,999.99,3.52,3.52,4.57,13.39,3.36,11.05,5.90,1.66,6.04,3,235,1,110,10,353,1,165,0,86,0,129,1,102,0,153,0,185,0,280,1,185,0,280
13092,999.99,999.99,999.99,999.99,999.99,999.99,25.77,174.39,15.50,164.58,47.77,49.21,7.79,2,180,0,83,1,270,0,125,0,110,0,165,2,86,0,129,0,185,0,280,21,185,0,280
13093,999.99,999.99,999.99,999.99,999.99,999.99,47.36,28.92,21.69,31.20,999.99,79.17,14.36,0,180,0,83,1,270,0,125,0,94,0,141,0,102,0,153,0,185,0,280,0,185,4,280
13094,999.99,640.76,640.76,999.99,19.99,19.99,142.35,789.70,16.38,802.23,999.99,999.99,6.67,0,235,0,110,0,353,0,165,0,86,0,129,2,102,2,153,0,140,0,210,9,140,10,210
13095,999.99,999.99,999.99,999.99,11.69,11.69,24.90,32.93,3.03,29.77,55.17,81.39,21.36,1,235,0,110,0,353,0,165,1,102,0,153,2,110,1,165,59,140,18,210,14,140,3,210
13096,999.99,999.99,999.99,999.99,999.99,999.99,84.88,28.22,18.42,31.84,999.99,80.13,21.67,0,180,0,83,1,270,0,125,0,86,1,129,0,102,2,153,1,185,7,280,1,185,4,280
13097,999.99,999.99,999.99,999.99,8.95,8.95,59.57,40.43,5.83,55.74,94.29,25.63,26.50,1,180,0,83,7,270,0,125,1,102,7,153,8,94,40,141,4,185,32,280,26,185,132,280
13098,999.99,999.99,999.99,999.99,8.95,8.95,59.57,40.43,5.83,55.74,94.29,25.63,26.50,1,180,0,83,7,270,0,125,1,102,7,153,8,94,40,141,4,185,32,280,26,185,132,280
13100,999.99,999.99,999.99,999.99,3.12,3.12,13.24,17.26,3.01,21.10,24.35,6.67,11.15,3,180,0,83,15,270,1,125,0,86,0,129,0,86,3,129,0,140,0,210,7,140,48,210
13101,999.99,999.99,999.99,29.12,11.72,11.72,85.30,24.61,7.36,24.47,59.36,32.59,14.83,0,235,0,110,0,353,0,165,0,102,0,153,1,86,1,129,0,185,2,280,3,185,6,280
