No, íÁëÃâÑí∑, íÁëÃïù, ç∂âEï«ëÃçÇÇ≥, ñÓî¬ÇÃëSí∑, íÜãlìyìVí[çÇÇ≥, íÁäOãÊä‘ínï\ñ , íÁì‡ãÊä‘ínï\ñ , à¯í£çﬁä‘äu, à¯í£çﬁà íu, ç›óàínî’èdó , ç›óàínî’ãÊï™, ç›óàínî’Níl, ç›óàínî’ñÄéCäp, ç›óàínî’îSíÖóÕ, ç›óàínî’ïœå`åWêî, íÜãlÇﬂèdó , íÜãlÇﬂãÊï™, íÜãlÇﬂNíl, íÜãlÇﬂñÄéCäp, íÜãlÇﬂîSíÖóÕ, ñÓî¬å^, ñÓî¬çﬁóø, à¯í£çﬁíºåa, à¯í£çﬁçﬁóøî‘çÜ, ï†ãNÇµçﬁéø, ï†ãNÇµî‘çÜ, íÁäOë§êÖà _èÌéû, íÁì‡ë§êÖà _èÌéû, íÁäOë§êÖà _ínêkéû, íÁì‡ë§êÖà _ínêkéû, êkìx
25933,24,2.3,7,16.9,6.9,0,0.2,0.8,2.9,18, _Clay,12,11,231,133200,13, _Sandy,0,9,221,3, _SY295,25,0,1,9,3.3,0.1,4.6,0,0.1
25934,15,12.6,5.8,6.4,5.7,0,0.4,1.6,1.6,12, _Sandy,47,25,67,113100,11, _Clay,7,21,281,4, _SY390,88,1,0,1,5.1,0.3,3.8,0,0.2
25935,19,13.9,3.1,9.7,3,0,0.3,0.8,0.6,16, _Sandy,6,39,105,53200,11, _Clay,18,14,282,4, _SY295,37,0,1,1,1.7,0,0.8,0,0.5
25936,10,11.2,10,16.9,9.9,0,1.5,1.6,8.6,19, _Clay,42,8,241,33000,19, _Sandy,26,26,41,5, _SY390,34,1,0,3,9.4,0.2,3,1.3,0.1
25937,14,12.4,7.3,10.5,7.2,0,1.4,1.6,5.4,14, _Clay,1,22,279,172200,19, _Clay,37,19,42,5, _SY295,49,1,0,2,4.8,0.5,5.8,1.2,0.4
25938,25,9.7,6.1,9.6,6,0,1.4,0.8,3.7,17, _Sandy,36,36,115,152000,17, _Clay,44,31,102,3, _SY390,46,0,1,5,6,0.7,4.8,1,0.5
25939,16,6.9,4.9,8.7,4.8,0,1.3,1.6,2.5,20, _Clay,21,5,250,131800,14, _Sandy,0,44,161,4, _SY295,42,1,0,7,2.7,0.8,3.8,0.7,0.2
25940,24,9.4,7.7,13.7,7.6,0,2.7,1.6,2.9,19, _Clay,41,33,27,12100,15, _Sandy,22,29,163,5, _SY390,74,0,0,6,6.2,0.1,6.8,1.3,0.2
25941,15,6.7,6.5,12.8,6.4,0,2.5,0.8,5.5,12, _Sandy,26,2,162,190900,12, _Sandy,30,41,223,5, _SY295,70,1,0,8,2.9,0.4,5.7,0.8,0.3
25942,13,13.1,6.8,7.8,6.7,0,2.9,1.6,5.1,15, _Clay,35,16,95,11500,17, _Clay,33,28,41,3, _SY390,47,1,0,3,4,0.5,3.7,0.2,0.5
25943,17,1.2,4.1,11.1,4,0,1.9,1.6,2.8,19, _Clay,45,30,134,150600,18, _Sandy,44,21,42,4, _SY295,62,1,0,3,3.9,0.7,3.6,0.1,0.2
25944,29,11.6,2.9,10.2,2.8,0,0,0.8,0.8,12, _Sandy,30,44,269,130400,15, _Sandy,0,33,102,5, _SY390,59,1,1,5,0.9,0,2.2,0,0.4
25945,19,8.8,9.8,17.4,9.7,0,0.4,1.6,1.3,16, _Clay,14,13,105,110300,13, _Clay,7,45,161,5, _SY295,55,0,0,7,7.4,0.2,7.4,0.3,0.5
25946,20,2.2,2.9,8.7,2.8,0,0.4,1.6,2.1,15, _Clay,10,41,84,149800,16, _Clay,34,11,105,3, _SY390,40,0,1,3,1.1,0,1.5,0.3,0.5
25947,14,7.3,5.9,10.1,5.8,0,0.7,1.6,4.3,13, _Sandy,9,41,279,30200,11, _Clay,26,5,222,3, _SY295,67,1,0,9,4.9,0.6,2.2,0.4,0.4
25948,26,4.6,4.7,9.2,4.6,0,0.7,0.8,2.8,16, _Clay,44,10,114,10100,18, _Clay,33,18,282,4, _SY390,63,0,1,1,1.5,0,1.8,0.3,0.1
25949,20,3.1,9,10.1,8.9,0,2.1,1.6,3.5,14, _Sandy,39,37,288,129000,16, _Clay,0,23,42,5, _SY295,75,0,0,3,4,0.8,7.7,0.5,0.5
25950,15,1.6,5.1,12.5,5,0,1.6,1.6,4.3,12, _Clay,34,20,162,49000,14, _Sandy,18,28,103,3, _SY295,87,1,0,5,2.8,1.2,2.8,0.1,0.4
25951,27,12,3.9,11.6,3.8,0,1.3,0.8,2.8,15, _Sandy,18,34,298,28800,12, _Clay,26,40,162,4, _SY390,83,1,1,7,3.2,1.1,2.2,1.1,0.1
25952,14,1.4,6.6,16.5,6.5,0,2.9,0.8,4.1,14, _Sandy,39,17,75,108100,12, _Sandy,48,25,164,5, _SY390,49,1,1,6,3.1,0.8,4.6,2.4,0.5
25953,18,2.7,3.9,10.1,3.8,0,0,1.6,0.7,18, _Clay,49,31,113,48200,12, _Clay,8,18,165,5, _SY390,65,0,1,5,2.7,0,0.1,0,0.2
25954,16,9,4.2,5.1,4.1,0,0.1,1.6,3.7,20, _Sandy,7,45,46,67800,17, _Sandy,11,5,284,3, _SY390,42,0,1,10,3.7,0,1.8,0,0.4
25955,28,6.3,3,4.2,2.9,0,0.1,0.8,2.1,14, _Clay,43,14,182,47600,15, _Sandy,18,17,43,4, _SY390,38,1,1,3,0.9,0,1.3,0,0.5
25956,11,7.5,8.4,15.5,8.3,0,0.9,1.6,5.3,18, _Clay,2,28,220,186700,15, _Clay,30,10,44,4, _SY295,54,1,1,2,7.9,0.7,8.2,0.3,0.3
25957,23,4.8,7.2,14.6,7.1,0,1,0.8,3.6,11, _Sandy,37,42,55,166600,13, _Sandy,37,22,104,5, _SY390,50,0,0,4,3.1,0.9,6.9,0.2,0.4
25958,27,6.1,4.6,8.4,4.5,0,0.8,1.6,1.8,16, _Sandy,48,11,94,106700,13, _Clay,48,15,105,5, _SY295,66,1,0,4,0.8,0.1,2.7,0.1,0.2
25959,25,12.4,4.9,13,4.8,0,1,0.8,1.3,18, _Clay,6,25,27,126200,18, _Clay,0,2,223,3, _SY390,42,1,0,9,1.6,0.2,4.6,0.9,0.3
25960,29,13.7,2.2,6.6,2.1,0,0.5,1.6,1.7,12, _Clay,16,39,65,66400,18, _Sandy,11,40,224,4, _SY295,58,1,0,8,1.8,0.2,1.3,0.4,0.5
25961,12,1.8,7.6,8.3,7.5,0,2.3,0.8,5.9,16, _Sandy,27,8,103,6500,19, _Clay,22,32,225,4, _SY390,74,1,0,8,4.8,1.4,2.5,1.9,0.2
25962,10,8.2,7.9,12.9,7.8,0,2.6,0.8,5.2,19, _Clay,36,22,36,26000,13, _Clay,26,19,43,5, _SY295,51,1,1,3,5.9,1.7,5,1.5,0.4
25963,14,9.4,5.2,6.5,5.1,0,2,1.6,3.1,13, _Clay,46,36,75,165200,14, _Sandy,37,12,44,3, _SY390,66,0,1,2,2.9,1.7,2,1.1,0.1
25964,18,10.7,2.5,9.7,2.4,0,1,0.8,1.3,17, _Sandy,6,5,113,105300,14, _Clay,48,5,45,3, _SY390,82,0,1,2,2.4,0,1.8,0.5,0.3
25965,23,12,7.9,11.4,7.8,0,3.7,1.6,3.9,12, _Sandy,16,19,151,45400,14, _Clay,8,42,46,3, _SY295,32,0,1,1,6.2,1.1,4.2,1.8,0.5
25966,17,4,2.8,4.7,2.7,0,1.1,1.6,2.4,20, _Clay,15,19,46,124800,19, _Clay,0,36,163,4, _SY295,59,0,1,7,1.2,0.1,2.7,0.2,0.4
25967,28,1.2,9.7,11.9,9.6,3.3,0,0.8,8.2,13, _Clay,0,33,181,104700,16, _Sandy,7,4,223,5, _SY390,55,1,0,9,6.6,0,9.4,0,0.1
25968,29,7.7,2.9,3.4,2.8,0,0.2,0.8,1.4,13, _Sandy,46,16,161,144200,20, _Sandy,34,15,166,5, _SY390,40,1,1,5,0.3,0.1,2,0,0.1
25969,23,12.8,5.8,14.2,5.7,0,0.4,1.6,2.7,11, _Clay,45,16,55,24600,14, _Sandy,25,9,283,3, _SY390,67,1,0,1,3.5,0.2,3.1,0.3,0.5
25970,14,10.1,4.6,13.4,4.5,0.2,0,0.8,1.4,14, _Clay,30,30,191,4500,12, _Sandy,33,21,43,4, _SY295,63,0,1,3,4.5,0,2.3,0,0.2
25971,18,11.3,10,15.1,9.9,0,1.6,1.6,2.5,18, _Sandy,40,44,229,143600,12, _Clay,44,14,44,4, _SY390,79,0,1,2,6.9,1.4,2,1.2,0.4
25972,29,8.6,8.9,14.3,8.8,0,1.7,0.8,8,12, _Sandy,24,13,65,123400,20, _Sandy,0,26,104,5, _SY295,75,1,0,5,2,0,1.9,1,0.1
25973,20,5.9,7.7,13.4,7.6,2.1,0,1.6,6,15, _Clay,9,27,201,103300,17, _Sandy,7,38,163,3, _SY390,72,0,1,7,4.6,0,2.1,0,0.3
25974,21,12.4,8.9,12.8,8.8,0,2.9,1.6,5.3,15, _Clay,4,10,180,142800,11, _Sandy,34,4,107,3, _SY295,57,0,0,3,2.9,1.9,7.2,1.4,0.3
25975,15,4.4,3.8,6.1,3.7,0,1.1,1.6,2.1,13, _Sandy,3,10,75,23200,15, _Sandy,25,43,224,4, _SY295,84,0,1,9,2.5,0.5,2.6,0.3,0.2
25976,19,5.6,9.2,17.4,9.1,0,3.3,0.8,4.6,17, _Sandy,14,24,113,162400,15, _Clay,37,36,225,4, _SY390,34,0,1,8,4.3,2.2,4,0.8,0.4
25977,30,2.9,8,16.5,7.9,0,3.1,0.8,3.4,20, _Clay,49,38,249,142200,13, _Clay,44,3,284,5, _SY295,30,1,0,10,5.9,2.5,3.6,0.2,0.1
25978,21,13.3,6.8,15.6,6.7,0,2.9,1.6,5.9,13, _Sandy,33,7,84,122000,11, _Sandy,0,15,44,5, _SY390,26,1,1,3,6.7,2.7,3.2,2.7,0.2
25979,25,1.4,4.1,9.3,4,0,1.9,0.8,3.2,18, _Sandy,44,21,123,62200,11, _Clay,11,8,45,3, _SY295,42,1,1,2,3.3,0.2,3.3,1.7,0.5
25980,16,11.8,2.9,8.4,2.8,0,0,1.6,1.3,11, _Clay,28,35,258,42000,18, _Clay,18,20,105,4, _SY390,38,0,1,4,0.1,0,1.8,0,0.1
25981,27,9,9.8,15.6,9.7,0,0.5,0.8,3.3,14, _Sandy,12,4,94,21800,16, _Sandy,25,33,164,4, _SY295,34,1,0,7,4.7,0.1,6.2,0.3,0.3
25982,11,10.3,7.1,9.2,7,0,0.6,1.6,1.6,19, _Sandy,23,17,132,161000,16, _Clay,37,25,165,5, _SY390,50,0,0,6,1.3,0.3,1.7,0.3,0.5
25983,15,11.5,4.5,12.5,4.4,0,0.6,0.8,4.1,13, _Sandy,33,31,170,101100,17, _Sandy,48,18,166,5, _SY390,66,0,0,5,3.5,0.4,3.4,0.3,0.3
25984,13,4.8,4.8,7.5,4.7,0.2,0,0.8,3.5,15, _Sandy,43,45,103,120600,11, _Sandy,0,5,284,3, _SY295,43,0,0,1,4.4,0,0.8,0,0.4
25985,17,6.1,2.1,10.7,2,0,0.4,1.6,1.3,20, _Sandy,2,14,142,60800,12, _Clay,11,43,285,3, _SY390,58,0,0,10,1.3,0,1.5,0.1,0.1
25986,25,8.6,4.8,6.1,4.7,0,1.4,1.6,2.4,18, _Clay,22,42,218,140000,12, _Sandy,34,28,287,4, _SY390,90,1,0,9,4.4,0.6,4.2,0.2,0.1
25987,16,5.8,3.6,5.2,3.5,0,1.2,0.8,1.5,12, _Clay,7,11,54,119800,20, _Clay,41,40,47,5, _SY295,86,0,0,1,1.9,0.7,3.1,0,0.2
25988,10,4.3,7.8,15.6,7.7,0,3.2,0.8,6.4,19, _Sandy,2,39,228,39800,18, _Clay,8,45,108,3, _SY390,32,0,1,3,4.8,2.9,4.8,2.7,0.1
25989,22,1.6,6.6,14.7,6.5,0,2.9,0.8,4.8,13, _Clay,37,8,64,19600,15, _Clay,15,13,167,4, _SY295,29,1,0,5,5.7,0.1,4.1,2,0.3
25990,20,8,6.9,9.7,6.8,0,3.3,1.6,4.5,15, _Sandy,46,22,296,39200,20, _Sandy,18,44,285,5, _SY390,71,1,1,10,6.6,0.2,5.9,1.4,0.4
25991,11,5.2,5.7,8.8,5.6,1,0,0.8,1.8,18, _Clay,31,36,132,19000,18, _Clay,25,12,45,3, _SY295,68,0,0,3,2.6,0,4.3,0,0.1
25992,23,2.5,4.5,7.9,4.4,1.3,0,1.6,4.1,11, _Sandy,15,5,268,197900,15, _Clay,33,24,105,3, _SY390,64,1,1,5,3.7,0,3.5,0,0.3
25993,23,9,5.8,7.5,5.7,0,0.9,1.6,4,11, _Sandy,11,33,247,38400,19, _Clay,8,35,48,4, _SY390,49,1,0,1,2.3,0.7,2.9,0.1,0.3
25994,14,6.2,4.6,6.6,4.5,0,0.8,0.8,2.6,14, _Clay,46,2,83,18200,16, _Clay,15,2,108,4, _SY295,45,0,1,3,3.5,0.7,2.2,0,0.4
25995,25,3.5,3.4,5.7,3.3,0,0.7,0.8,1.5,18, _Sandy,30,16,218,197100,14, _Sandy,22,15,167,5, _SY390,41,1,0,5,1,0,1.7,0.6,0.1
25996,30,4.8,8.8,17,8.7,0,2.4,1.6,3.3,12, _Sandy,41,30,257,137200,14, _Clay,34,7,168,5, _SY390,57,0,0,5,7.3,0.6,8.3,2,0.3
25997,20,2,7.6,16.1,7.5,0,2.4,0.8,7,15, _Clay,25,44,92,117000,12, _Sandy,41,20,228,3, _SY295,53,1,0,7,3.3,0.9,7.1,1.7,0.5
25998,11,12.4,6.4,15.2,6.3,0,2.2,1.6,5.2,19, _Clay,9,13,228,96900,19, _Sandy,48,32,287,4, _SY390,50,0,1,9,4.6,1.1,5.9,1.2,0.2
25999,22,9.6,5.2,14.3,5.1,0,2,0.8,3.7,12, _Sandy,45,27,63,76700,17, _Clay,4,44,47,5, _SY295,46,1,0,2,2,1.2,4.8,0.8,0.4
26000,13,6.9,4,13.4,3.9,0,1.7,1.6,2.6,15, _Clay,29,41,199,56600,14, _Sandy,11,11,106,5, _SY390,42,0,1,4,2.6,1.2,3.6,0.4,0.5
26001,25,4.1,2.8,12.5,2.7,0,1.2,0.8,1.6,19, _Sandy,14,10,35,36400,12, _Sandy,18,24,166,3, _SY295,38,1,1,6,2.5,1,2.5,0.1,0.2
26002,29,5.4,8.2,14.2,8.1,0,0,0.8,0.5,13, _Sandy,24,24,73,175500,12, _Clay,30,16,167,4, _SY390,54,0,1,6,3.8,0,3.3,0,0.4
26003,19,2.7,7,13.3,6.9,0,0.3,1.6,5.8,16, _Clay,8,38,209,155400,20, _Sandy,37,29,227,4, _SY295,50,1,0,8,6.1,0,2.9,0.2,0.1
26004,28,5.2,9.8,18.4,9.7,0,1.3,1.6,5.7,15, _Clay,29,21,285,35600,11, _Clay,8,14,229,5, _SY390,82,0,0,7,2.8,0.8,5.6,1.1,0.1
26005,18,2.4,8.6,17.5,8.5,0,1.4,0.8,3.8,18, _Sandy,13,35,121,15400,18, _Sandy,15,26,288,3, _SY295,78,1,1,9,5.6,1,4.9,1,0.2
26006,30,12.8,7.4,16.6,7.3,0,1.5,1.6,2.5,11, _Clay,49,4,257,194300,16, _Clay,22,39,48,3, _SY390,75,0,0,1,1.5,1.2,4.3,0.8,0.4
26007,13,1,4.7,10.2,4.6,0,1.1,0.8,4.3,16, _Clay,8,18,295,134400,16, _Clay,34,31,49,4, _SY295,90,0,0,1,3.4,0,1.2,0.6,0.1
26008,25,11.3,3.5,9.3,3.4,0,1,1.6,2.8,19, _Sandy,43,32,131,114200,14, _Sandy,41,44,108,5, _SY390,87,1,0,3,1.1,0.1,1,0.3,0.3
26009,15,8.6,2.3,8.4,2.2,0,0.7,1.6,1.5,12, _Clay,28,1,266,94100,11, _Clay,48,11,168,5, _SY295,83,1,1,5,1.4,0.2,0.7,0.1,0.5
26010,19,9.8,7.7,10.2,7.6,0,2.8,0.8,5,17, _Clay,38,15,5,34200,11, _Sandy,8,4,169,3, _SY390,33,1,1,5,3.4,1.4,5.5,0.6,0.2
26011,10,7.1,6.5,9.3,6.4,0,2.6,1.6,3.7,20, _Sandy,22,29,140,14000,19, _Sandy,15,16,229,3, _SY295,29,0,0,7,4.6,1.6,4.7,0.1,0.4
26012,22,4.3,5.3,8.4,5.2,0,2.3,0.8,2.7,13, _Sandy,7,43,276,192900,17, _Clay,22,28,288,4, _SY390,25,1,1,9,5.1,1.7,3.8,2.1,0.1
26013,26,5.6,2.7,11.7,2.6,0,1.2,1.6,2.3,18, _Clay,17,12,14,133000,17, _Sandy,34,21,289,4, _SY390,41,0,1,9,2,1.1,1.3,1,0.3
26014,16,2.9,9.6,18.9,9.5,0,0.3,0.8,6.9,11, _Clay,1,25,150,112800,14, _Sandy,41,33,49,5, _SY295,37,1,1,1,0.3,0,1,0.2,0.5
26015,10,8,4.4,12.1,4.3,0.2,0,0.8,2.9,19, _Sandy,1,25,44,192300,19, _Sandy,33,27,166,3, _SY390,64,0,1,7,2.3,0,4,0,0.4
26016,11,1.4,5.7,11.6,5.6,0,0.6,1.6,2.5,19, _Clay,47,8,24,32800,12, _Sandy,8,38,109,3, _SY295,49,0,0,3,0.9,0.2,3.7,0.3,0.4
26017,23,11.7,4.5,10.7,4.4,0,0.6,0.8,1.4,12, _Clay,31,22,159,12600,20, _Clay,15,5,169,4, _SY390,45,1,1,5,2.4,0.3,2.9,0.2,0.5
26018,17,3.7,7.5,12.1,7.4,1.9,0,0.8,2.9,20, _Sandy,31,22,54,92100,14, _Clay,7,44,286,5, _SY390,72,1,1,1,7.4,0,4.3,0,0.4
26019,18,10.2,8.7,11.5,8.6,0,1.9,0.8,7.4,20, _Sandy,26,5,33,131600,18, _Sandy,34,10,230,5, _SY390,58,1,1,7,5.5,1.6,2.9,0.4,0.4
26020,29,7.5,7.5,10.7,7.4,0,1.9,1.6,5.4,13, _Clay,11,19,169,111400,15, _Clay,41,23,289,3, _SY295,54,0,0,9,7.2,1.8,2.6,0.1,0.1
26021,23,12.6,2.4,3.9,2.3,1.1,0,1.6,1.8,11, _Sandy,10,19,63,190900,20, _Clay,33,17,106,4, _SY295,81,0,0,5,1.6,0,2.3,0,0.5
26022,24,6,3.6,13,3.5,0,1.2,1.6,2,20, _Sandy,5,2,43,31400,13, _Sandy,8,28,50,4, _SY390,66,0,1,1,1.2,0.3,2.8,1,0.5
26023,15,3.3,2.4,12.1,2.3,0,0.9,1.6,1.2,14, _Clay,41,16,178,11200,11, _Clay,15,40,109,5, _SY295,62,1,0,3,1.5,0.4,1.8,0.6,0.2
26024,13,9.6,2.7,7.1,2.6,0.5,0,0.8,2.2,16, _Sandy,50,30,111,30800,16, _Clay,18,27,228,3, _SY390,39,1,1,8,1.7,0,0.6,0,0.3
26025,17,10.9,8.1,8.8,8,0,3.6,1.6,6.8,20, _Sandy,9,44,150,169900,16, _Sandy,29,19,229,3, _SY295,55,1,1,7,4.6,2.4,6.3,1.6,0.5
26026,28,8.1,7,8,6.9,2,0,0.8,4.7,14, _Clay,45,13,285,149800,14, _Clay,37,32,288,4, _SY390,51,0,0,10,5.2,0,5,0,0.2
26027,19,5.4,5.8,7.1,5.7,2.3,0,1.6,3.6,17, _Sandy,29,27,121,129600,11, _Sandy,44,44,48,5, _SY295,47,1,1,2,2.4,0,4.3,0,0.4
26028,23,6.7,3.1,10.3,3,0,0.2,0.8,0.9,11, _Sandy,39,41,159,69700,11, _Sandy,4,37,49,5, _SY390,63,0,1,1,2.2,0,0.6,0,0.1
26029,27,7.9,8.5,12,8.4,0,1,1.6,1.6,16, _Clay,50,10,198,9800,12, _Clay,15,30,50,5, _SY295,79,0,1,1,3.6,0.3,6.3,0,0.3
26030,18,5.2,7.3,11.2,7.2,0,1.1,1.6,6.2,19, _Clay,34,24,33,188700,19, _Sandy,22,42,109,3, _SY390,75,1,0,3,5.8,0.5,5.3,1,0.5
26031,16,11.5,7.6,15.7,7.5,1.8,0,0.8,5.5,11, _Clay,43,38,266,9200,14, _Sandy,25,29,227,4, _SY295,52,1,1,8,7.2,0,2.3,0,0.1
26032,28,8.8,6.4,14.8,6.3,2.2,0,1.6,4.1,15, _Clay,28,7,102,188100,12, _Clay,33,41,287,5, _SY390,48,0,0,1,3.6,0,2.5,0,0.3
26033,28,2.2,7.6,14.3,7.5,0,2.4,1.6,3.4,14, _Clay,23,35,81,28600,15, _Clay,8,7,230,5, _SY295,33,0,1,6,7,0.3,6.4,1.3,0.3
26034,27,8.6,7.9,9.3,7.8,3.6,0,0.8,7.4,17, _Clay,33,4,14,48200,20, _Clay,11,39,49,3, _SY390,76,0,1,2,3.8,0,4.3,0,0.4
26035,17,5.8,6.7,8.4,6.6,0.4,0,1.6,5.1,20, _Clay,17,18,150,28000,17, _Sandy,18,6,108,4, _SY295,72,1,1,4,3.3,0,1.4,0,0.1
26036,29,3.1,5.5,7.5,5.4,0.9,0,1.6,3.5,13, _Sandy,2,32,285,7800,15, _Clay,25,18,168,5, _SY390,68,1,0,6,4.9,0,1.5,0,0.3
26037,19,13.4,4.3,6.6,4.2,1.2,0,0.8,2.4,16, _Clay,37,1,121,186700,13, _Clay,33,30,227,3, _SY295,64,0,1,9,2,0,1.5,0,0.5
26038,20,6.9,5.6,6.2,5.5,0,0.3,0.8,0.9,16, _Clay,33,29,100,27200,16, _Clay,8,41,171,3, _SY390,50,0,0,4,4.7,0,4.7,0.2,0.5
26039,14,12,8.6,17.1,8.5,3.3,0,0.8,3.8,14, _Sandy,32,29,295,106600,20, _Clay,0,35,288,4, _SY295,76,1,0,10,5.1,0,6.8,0,0.4
26040,26,9.2,7.4,16.2,7.3,0,0,1.6,6.2,17, _Clay,16,43,130,86500,18, _Sandy,7,3,48,4, _SY390,73,0,1,3,5.5,0,4.8,0,0.5
26041,26,2.6,8.6,15.7,8.5,0,1.5,1.6,5.4,17, _Clay,12,26,110,126000,11, _Clay,34,14,291,5, _SY295,58,0,1,8,3.6,0.7,4,0.8,0.5
26042,17,13,7.4,14.8,7.3,0,1.5,1.6,3.7,20, _Sandy,47,40,245,105800,19, _Sandy,41,26,51,5, _SY390,54,1,0,1,5.7,0.9,3.5,0.6,0.2
26043,15,6.2,7.7,9.8,7.6,1.7,0,0.8,2.8,13, _Clay,5,9,178,125400,14, _Sandy,44,13,169,4, _SY295,31,1,0,6,6.9,0,6.1,0,0.3
26044,23,8.8,2.3,6.6,2.2,0,0.7,0.8,1.8,11, _Clay,26,37,255,5600,14, _Sandy,15,43,171,4, _SY295,62,0,0,5,0.9,0,2,0,0.3
26045,14,6,9.2,13.8,9.1,0,3.4,1.6,7.1,15, _Sandy,10,5,91,184500,12, _Clay,22,10,230,5, _SY390,59,1,1,7,6.8,0.6,8.3,3.2,0.4
26046,26,3.3,8,12.9,7.9,3.5,0,0.8,5.6,18, _Clay,46,19,226,164300,20, _Clay,29,23,290,3, _SY295,55,0,1,9,3.5,0,7.2,0,0.1
26047,16,13.6,6.9,12.2,6.8,0.3,0,1.6,2.2,11, _Sandy,30,33,62,144200,17, _Sandy,37,35,50,3, _SY390,51,0,0,2,3,0,5.6,0,0.3
26048,20,1.8,4.2,5.8,4.1,0,2,1.6,2.4,16, _Sandy,40,2,100,84300,17, _Clay,48,28,51,4, _SY390,67,0,0,1,2.1,1.2,2.8,1.2,0.5
26049,11,12.1,3,4.9,2.9,0.4,0,0.8,2.5,19, _Clay,25,16,236,64100,15, _Clay,4,40,110,5, _SY295,63,1,1,3,1.6,0,1.3,0,0.2
26050,23,9.4,9.9,12.1,9.8,2.6,0,1.6,7.9,12, _Sandy,9,30,71,44000,13, _Sandy,11,7,170,5, _SY390,59,0,0,6,9,0,5,0,0.4
26051,27,10.7,7.2,15.3,7.1,0,0.7,0.8,4.4,17, _Sandy,19,44,110,183100,13, _Clay,22,45,171,3, _SY295,75,1,0,5,4.1,0,6.5,0.2,0.1
26052,17,7.9,6,14.4,5.9,2.2,0,1.6,3.7,20, _Clay,4,13,245,162900,20, _Sandy,29,12,230,3, _SY390,71,0,0,7,5.7,0,5.5,0,0.3
26053,22,9.2,3.3,8,3.2,0,0.6,0.8,1.3,14, _Clay,14,27,284,103000,11, _Sandy,41,5,231,4, _SY295,87,0,0,7,2.2,0.2,1.8,0,0.5
26054,12,6.4,2.1,7.1,2,0,0.4,1.6,0.6,17, _Sandy,50,41,119,82900,18, _Clay,48,17,291,4, _SY390,84,1,1,9,0.4,0.2,1.1,0.3,0.2
26055,24,3.7,9,14.3,8.9,0.8,0,1.6,7.7,11, _Sandy,34,10,255,62700,16, _Sandy,4,29,51,5, _SY295,80,0,0,1,4.1,0,4.1,0,0.3
26056,14,1,7.8,13.4,7.7,1.5,0,0.8,5.6,14, _Clay,18,24,91,42600,13, _Sandy,11,42,110,3, _SY390,76,0,1,4,6.6,0,3.9,0,0.5
26057,19,2.2,5.1,7.1,5,0,1.7,1.6,3.4,18, _Sandy,29,38,129,181700,14, _Clay,22,34,111,3, _SY390,26,0,1,3,3.3,1.6,4.9,1,0.2
26058,30,12.6,4,6.3,3.9,1.2,0,0.8,2.1,12, _Sandy,13,7,265,161500,11, _Sandy,29,2,171,4, _SY295,88,1,1,5,3.6,0,3.8,0,0.4
26059,21,9.8,2.8,5.4,2.7,1,0,1.6,1.3,15, _Clay,48,21,100,141400,19, _Sandy,37,14,230,5, _SY390,84,0,0,8,1.5,0,2.6,0,0.1
26060,25,11.1,8.2,16.7,8.1,0,3.7,0.8,7.8,19, _Clay,8,35,138,81500,19, _Clay,48,7,231,5, _SY295,34,1,0,7,7.9,1.5,5.8,1.1,0.3
26061,16,8.3,7,15.8,6.9,0.2,0,1.6,5.4,13, _Sandy,43,4,274,61300,17, _Sandy,4,19,291,3, _SY390,30,0,1,9,2.6,0,3.3,0,0.5
26062,20,9.6,4.3,9.4,4.2,0,0.2,0.8,2.6,17, _Sandy,2,18,12,1400,17, _Clay,15,12,292,3, _SY295,46,0,1,9,0.2,0.1,0.3,0,0.2
26063,10,6.9,3.1,8.5,3,0,0.2,0.8,1.4,20, _Clay,38,32,148,180300,15, _Clay,22,24,52,4, _SY390,42,1,0,1,1.4,0.1,0.2,0.1,0.4
26064,29,13.2,3.4,13.1,3.3,1.1,0,1.6,1.7,13, _Sandy,47,1,81,199800,20, _Sandy,25,11,170,5, _SY295,85,1,1,6,2.4,0,2,0,0.5
26065,13,1.4,8.8,14.8,8.7,3.1,0,0.8,3.7,17, _Clay,6,15,119,140000,20, _Clay,37,4,171,5, _SY390,35,0,1,5,4.4,0,8.6,0,0.2
26066,24,11.7,7.6,13.9,7.5,3.5,0,1.6,6.9,20, _Clay,42,29,255,119800,17, _Clay,44,16,230,3, _SY390,31,1,0,8,6.1,0,7.4,0,0.4
26067,28,13,4.9,7.6,4.8,2.2,0,0.8,4,15, _Sandy,1,43,293,59900,18, _Sandy,4,9,231,4, _SY295,47,1,0,7,2.9,0,3.6,0,0.1
26068,19,10.2,3.7,6.7,3.6,0.2,0,1.6,2,18, _Sandy,36,12,129,39800,15, _Clay,11,21,291,4, _SY390,43,0,1,9,2.6,0,1.9,0,0.3
26069,10,7.5,2.5,5.8,2.4,0.4,0,1.6,1.1,11, _Clay,21,26,264,19600,13, _Sandy,18,33,50,5, _SY295,39,1,1,2,0.6,0,1.4,0,0.5
26070,14,8.8,8,17.2,7.9,1.4,0,0.8,2.7,15, _Sandy,31,40,3,158700,13, _Sandy,29,26,51,5, _SY390,55,0,1,1,6.4,0,1.7,0,0.2
26071,25,6,6.8,16.3,6.7,1.9,0,1.6,2.1,19, _Sandy,16,9,138,138600,11, _Clay,37,38,111,3, _SY295,51,1,0,3,2.7,0,2,0,0.4
