No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e7_0,e7_1,e8_0,e8_1,e9_0,e9_1,e10_0,e10_1,e11_0,e11_1,e12_0,e12_1
6078,999.99,999.99,999.99,0.62,0.55,4.49,4.66,1.50,1.33,0.39,1.88,1.62,999.99,5,235,1,110,3,353,0,165,0,102,0,153,0,94,8,141,0,140,0,210,0,140,2,210
6079,999.99,999.99,999.99,999.99,24.20,24.20,42.58,106.79,10.03,123.02,999.99,75.85,999.99,1,235,0,110,1,353,0,165,0,86,1,129,3,94,6,141,5,140,41,210,12,140,28,210
6080,999.99,999.99,999.99,999.99,24.20,24.20,42.58,106.79,10.03,123.02,999.99,75.85,999.99,1,235,0,110,1,353,0,165,0,86,1,129,3,94,6,141,5,140,41,210,12,140,28,210
6081,999.99,999.99,999.99,999.99,999.99,999.99,129.89,85.68,15.83,66.21,999.99,48.30,999.99,1,180,0,83,0,270,0,125,0,94,0,141,0,86,0,129,0,185,0,280,1,185,0,280
6082,999.99,999.99,999.99,999.99,9.44,9.44,12.75,71.71,10.34,52.05,53.67,69.93,999.99,33,180,2,83,7,270,1,125,8,110,0,165,125,102,25,153,43,185,0,280,6371,185,1251,280
6083,999.99,999.99,999.99,999.99,7.89,7.89,79.85,295.16,7.69,282.94,999.99,999.99,999.99,5,180,0,83,3,270,0,125,0,94,0,141,2,86,1,129,0,185,0,280,36,185,17,280
6084,999.99,999.99,999.99,999.99,6.23,6.23,43.71,23.18,5.03,28.25,48.92,27.96,999.99,1,235,0,110,3,353,0,165,0,102,0,153,0,102,2,153,0,140,0,210,3,140,14,210
6085,999.99,18.46,18.46,999.99,4.86,4.86,7.43,37.22,4.67,32.88,13.90,14.21,999.99,15,235,1,110,7,353,0,165,0,102,0,153,45,86,14,129,0,140,0,210,225,140,68,210
6086,999.99,999.99,999.99,999.99,999.99,999.99,48.29,258.75,14.04,281.85,70.55,57.29,999.99,0,235,0,110,1,353,0,165,0,94,0,141,0,102,0,153,0,140,0,210,0,140,0,210
6087,999.99,999.99,999.99,999.99,999.99,999.99,124.89,163.88,9.14,182.19,999.99,32.42,999.99,1,235,0,110,8,353,1,165,0,102,0,153,2,86,21,129,0,140,0,210,22,140,230,210
6088,999.99,999.99,999.99,632.85,4.47,4.47,14.40,28.16,7.81,26.15,21.22,25.70,999.99,16,180,1,83,6,270,1,125,0,86,0,129,21,102,7,153,0,185,0,280,189,185,60,280
6089,999.99,999.99,999.99,632.85,4.47,4.47,14.40,28.16,7.81,26.15,21.22,25.70,999.99,16,180,1,83,6,270,1,125,0,86,0,129,21,102,7,153,0,185,0,280,189,185,60,280
6090,999.99,5.65,5.65,6.70,1.80,1.80,8.38,19.79,4.00,13.73,23.11,21.43,999.99,43,235,2,110,43,353,3,165,0,86,0,129,99,94,96,141,0,140,0,210,508,140,491,210
6091,999.99,999.99,999.99,999.99,327.41,327.41,44.11,24.93,6.76,28.16,72.05,41.94,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,185,0,280,0,185,1,280
6092,999.99,999.99,999.99,999.99,999.99,999.99,10.47,40.58,4.77,47.56,29.77,71.55,999.99,1,235,0,110,1,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
6093,999.99,999.99,999.99,999.99,16.01,16.01,53.38,390.17,7.20,375.81,999.99,73.81,999.99,4,235,0,110,2,353,0,165,0,102,0,153,1,102,0,153,0,140,0,210,3,140,1,210
6094,999.99,999.99,999.99,999.99,999.99,999.99,23.48,52.41,34.71,39.90,999.99,999.99,999.99,4,235,1,110,7,353,1,165,11,110,16,165,14,86,20,129,44,140,67,210,315,140,453,210
6095,999.99,999.99,999.99,999.99,1.74,1.74,20.10,54.74,7.20,52.67,61.41,58.71,999.99,16,180,1,83,10,270,1,125,0,86,0,129,1,86,1,129,0,185,0,280,1,185,1,280
6096,999.99,999.99,999.99,999.99,1.74,1.74,20.10,54.74,7.20,52.67,61.41,58.71,999.99,16,180,1,83,10,270,1,125,0,86,0,129,1,86,1,129,0,185,0,280,1,185,1,280
6097,999.99,999.99,999.99,82.38,2.56,2.61,30.80,87.81,4.26,109.26,87.90,42.58,999.99,1,180,0,83,5,270,0,125,1,94,25,141,18,110,67,165,1,185,67,280,25,185,92,280
6098,999.99,999.99,999.99,999.99,5.54,5.54,13.43,29.34,8.75,29.34,49.93,76.19,999.99,8,180,0,83,17,270,1,125,79,110,135,165,62,94,98,141,159,140,272,210,54,140,87,210
6099,999.99,999.99,999.99,999.99,3.55,3.55,21.40,30.25,5.67,31.16,34.30,14.87,999.99,4,180,0,83,4,270,0,125,0,86,0,129,5,110,7,165,0,140,0,210,2,140,3,210
6100,999.99,999.99,999.99,999.99,13.40,13.40,481.95,81.54,8.48,93.31,999.99,999.99,999.99,0,235,0,110,1,353,0,165,0,86,0,129,0,86,2,129,0,140,1,210,0,140,62,210
6101,999.99,13.86,13.86,999.99,4.24,4.24,9.94,21.00,5.23,19.80,24.54,28.07,999.99,49,180,3,83,31,270,2,125,0,86,0,129,16,86,8,129,0,140,0,210,340,140,170,210
6102,999.99,999.99,999.99,999.99,999.99,999.99,40.65,33.18,10.34,28.47,999.99,54.45,999.99,2,235,0,110,0,353,0,165,0,86,0,129,6,102,0,153,0,185,0,280,126,185,0,280
6103,999.99,13.86,13.86,999.99,4.24,4.24,9.94,21.00,5.23,19.80,24.54,28.07,999.99,49,180,3,83,31,270,2,125,0,86,0,129,16,86,8,129,0,140,0,210,340,140,170,210
6104,999.99,999.99,999.99,999.99,4.79,4.79,14.33,46.62,5.38,45.03,23.94,18.11,999.99,4,235,0,110,1,353,0,165,0,86,0,129,5,102,2,153,0,140,0,210,13,140,4,210
6105,999.99,999.99,999.99,8.94,3.12,3.12,20.54,31.91,3.83,26.87,28.39,4.32,999.99,1,235,0,110,29,353,2,165,0,94,0,141,0,102,22,153,0,140,0,210,1,140,35,210
6106,999.99,999.99,999.99,999.99,169.49,169.49,60.29,31.67,9.06,50.13,999.99,34.76,999.99,0,235,0,110,2,353,0,165,0,86,0,129,0,110,9,165,0,185,1,280,0,185,38,280
6107,999.99,999.99,999.99,999.99,999.99,999.99,34.56,60.45,36.82,48.93,70.84,999.99,999.99,4,235,0,110,0,353,0,165,0,86,0,129,5,86,0,129,0,140,0,210,63,140,0,210
6108,999.99,999.99,999.99,999.99,160.76,160.76,34.93,209.22,16.73,222.13,72.95,41.12,999.99,4,235,0,110,4,353,0,165,0,102,0,153,1,102,1,153,0,185,0,280,3,185,3,280
6109,999.99,1.08,1.14,3.67,0.72,0.77,4.66,14.74,3.29,6.30,16.19,17.61,999.99,52,235,3,110,39,353,3,165,0,86,0,129,1,86,1,129,0,185,0,280,1,185,1,280
6110,999.99,999.99,999.99,999.99,8.97,8.97,17.71,45.98,8.42,49.65,35.97,30.01,999.99,8,235,0,110,10,353,1,165,0,102,0,153,2,102,4,153,0,140,0,210,84,140,144,210
6111,999.99,999.99,999.99,999.99,4.94,4.94,12.40,7.57,3.37,8.60,17.85,6.73,999.99,1,235,0,110,3,353,0,165,0,86,1,129,1,102,18,153,0,185,15,280,6,185,78,280
6112,999.99,999.99,999.99,999.99,9.65,9.65,23.63,10.66,3.40,11.15,65.20,36.47,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,140,0,210,0,140,0,210
6113,999.99,999.99,999.99,999.99,13.01,13.01,17.47,31.25,10.28,31.05,23.25,9.59,999.99,0,235,0,110,1,353,0,165,0,110,0,165,0,102,0,153,0,140,0,210,0,140,0,210
6114,999.99,999.99,999.99,999.99,13.01,13.01,17.47,31.25,10.28,31.05,23.25,9.59,999.99,0,235,0,110,1,353,0,165,0,110,0,165,0,102,0,153,0,140,0,210,0,140,0,210
6115,999.99,999.99,999.99,47.55,23.61,23.61,41.66,24.72,3.80,28.41,31.84,8.33,999.99,1,235,0,110,2,353,0,165,0,94,0,141,1,102,8,153,0,140,0,210,11,140,67,210
6116,999.99,999.99,999.99,999.99,999.99,999.99,34.59,88.95,19.11,89.97,57.02,97.57,999.99,3,180,0,83,1,270,0,125,0,102,0,153,5,102,4,153,0,140,0,210,16,140,13,210
6117,999.99,401.76,401.76,999.99,39.20,39.20,34.59,42.40,12.03,41.73,999.99,999.99,999.99,4,235,0,110,3,353,0,165,0,102,0,153,3,102,2,153,0,140,0,210,14,140,11,210
6118,999.99,999.99,999.99,999.99,9.65,9.65,23.63,10.66,3.40,11.15,65.20,36.47,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,140,0,210,0,140,0,210
6119,999.99,999.99,999.99,999.99,999.99,999.99,5.58,16.49,11.00,15.32,13.18,5.26,999.99,7,180,0,83,8,270,1,125,0,86,0,129,4,86,0,129,0,140,0,210,157,140,0,210
6120,999.99,999.99,999.99,999.99,999.99,999.99,182.01,418.30,17.05,532.90,999.99,999.99,999.99,0,235,0,110,0,353,0,165,0,110,0,165,0,86,0,129,0,140,0,210,0,140,0,210
6121,999.99,999.99,999.99,10.00,1.12,1.12,40.49,80.86,3.85,81.49,61.27,11.36,999.99,2,180,0,83,11,270,1,125,0,102,0,153,1,102,27,153,0,185,0,280,48,185,1067,280
6122,999.99,999.99,999.99,999.99,999.99,999.99,39.82,471.53,15.57,387.19,999.99,999.99,999.99,2,180,0,83,0,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
6123,999.99,93.39,93.39,999.99,7.15,7.15,19.55,32.44,6.08,39.75,29.90,15.17,999.99,12,180,1,83,30,270,2,125,0,102,0,153,2,102,7,153,0,185,0,280,9,185,38,280
6124,999.99,999.99,999.99,999.99,2.82,2.82,30.63,238.95,7.30,225.71,38.68,16.06,999.99,6,180,0,83,26,270,2,125,0,102,0,153,0,86,2,129,0,185,0,280,0,185,1,280
6125,999.99,7.16,7.28,999.99,1.30,1.32,8.17,14.63,3.82,15.23,12.76,11.63,999.99,25,180,2,83,28,270,2,125,0,94,0,141,15,102,18,153,0,140,0,210,155,140,186,210
6126,999.99,999.99,999.99,999.99,36.52,36.52,72.22,207.09,14.00,244.91,999.99,80.62,999.99,1,235,0,110,2,353,0,165,1,102,4,153,2,110,6,165,7,185,48,280,5,185,15,280
6127,999.99,999.99,999.99,1.13,1.13,1.84,4.82,8.65,2.23,1.21,9.52,10.04,999.99,22,235,1,110,11,353,0,165,0,86,0,129,64,110,24,165,0,140,0,210,40,140,15,210
6128,999.99,999.99,999.99,1.13,1.13,1.84,4.82,8.65,2.23,1.21,9.52,10.04,999.99,22,235,1,110,11,353,0,165,0,86,0,129,64,110,24,165,0,140,0,210,40,140,15,210
6129,999.99,999.99,999.99,999.99,22.62,22.62,11.74,10.73,10.25,10.15,17.02,77.10,999.99,2,235,0,110,0,353,0,165,1,102,0,153,11,110,2,165,8,140,3,210,57,140,9,210
6130,999.99,999.99,999.99,999.99,999.99,999.99,44.07,31.19,8.35,25.57,73.97,60.84,999.99,4,235,0,110,0,353,0,165,2,94,0,141,5,102,0,153,4,140,0,210,39,140,0,210
6131,999.99,999.99,999.99,999.99,999.99,999.99,30.42,162.98,17.46,109.12,47.31,999.99,999.99,4,235,0,110,4,353,0,165,0,110,0,165,3,86,2,129,0,140,0,210,20,140,17,210
6132,999.99,999.99,999.99,999.99,999.99,999.99,113.86,847.43,43.50,999.99,999.99,999.99,999.99,1,235,0,110,1,353,0,165,0,110,0,165,0,102,1,153,0,185,0,280,2,185,9,280
6133,999.99,999.99,999.99,999.99,999.99,999.99,69.22,499.94,24.49,437.00,999.99,999.99,999.99,2,180,0,83,1,270,0,125,1,86,0,129,5,86,2,129,4,185,2,280,236,185,78,280
6134,999.99,999.99,999.99,999.99,999.99,999.99,27.81,18.86,10.19,15.81,54.24,30.30,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,185,0,280,0,185,0,280
6135,999.99,30.97,30.97,10.43,6.74,6.79,15.87,65.58,5.46,40.79,23.88,30.10,999.99,47,235,1,110,25,353,1,165,0,110,0,165,30,86,14,129,0,140,0,210,239,140,116,210
6136,999.99,999.99,999.99,999.99,999.99,999.99,38.22,31.75,3.77,27.86,60.43,13.62,999.99,1,180,0,83,30,270,1,125,0,86,0,129,1,86,0,129,0,185,0,280,4,185,0,280
6137,999.99,999.99,999.99,2384.92,7.79,7.79,26.89,188.39,4.87,186.48,37.57,23.11,999.99,3,180,0,83,2,270,0,125,7,86,7,129,12,102,9,153,144,140,145,210,98,140,79,210
6138,999.99,999.99,999.99,999.99,18.36,18.36,170.35,31.04,13.52,35.47,999.99,53.79,999.99,0,180,0,83,1,270,0,125,0,102,0,153,0,86,0,129,0,140,0,210,0,140,1,210
6139,999.99,999.99,999.99,5.33,2.12,3.11,52.28,11.73,2.46,10.28,999.99,3.69,999.99,0,235,0,110,33,353,2,165,0,86,0,129,0,102,69,153,0,140,0,210,0,140,363,210
6140,999.99,999.99,999.99,999.99,999.99,999.99,192.35,173.46,25.57,157.36,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,102,0,153,1,94,0,141,2,140,0,210,1,140,0,210
6141,999.99,5.18,5.18,999.99,12.45,12.45,17.64,267.11,38.44,222.85,40.84,999.99,999.99,10,180,1,83,2,270,0,125,13,86,0,129,58,110,9,165,57,185,2,280,57,185,9,280
6142,999.99,999.99,999.99,999.99,12.47,12.47,40.59,34.04,9.15,31.44,62.01,79.06,999.99,2,180,0,83,0,270,0,125,0,86,0,129,2,94,0,141,0,185,0,280,2,185,0,280
6143,999.99,999.99,999.99,999.99,5.00,5.00,17.74,15.01,5.32,15.44,20.57,17.14,999.99,4,235,0,110,5,353,0,165,0,102,0,153,2,86,2,129,0,185,0,280,20,185,25,280
6144,999.99,999.99,999.99,999.99,105.51,105.51,15.82,80.98,28.22,68.00,24.89,999.99,999.99,20,235,0,110,1,353,0,165,0,86,0,129,8,102,0,153,0,185,0,280,90,185,5,280
6145,999.99,999.99,999.99,999.99,143.28,143.28,172.62,698.01,11.01,923.18,999.99,32.95,999.99,0,235,0,110,4,353,0,165,0,110,0,165,0,86,6,129,0,140,0,210,4,140,63,210
6146,999.99,999.99,999.99,999.99,12.59,12.59,146.27,40.82,4.59,45.07,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
6147,999.99,999.99,999.99,999.99,7.43,7.43,106.71,73.63,9.33,79.87,89.99,46.67,999.99,1,235,0,110,1,353,0,165,0,86,0,129,4,86,8,129,0,140,0,210,76,140,164,210
6148,999.99,999.99,999.99,999.99,999.99,999.99,13.73,12.84,10.80,11.19,38.09,83.02,999.99,3,180,0,83,0,270,0,125,0,86,0,129,2,86,0,129,1,140,0,210,3,140,0,210
6149,999.99,999.99,999.99,999.99,999.99,999.99,13.73,12.84,10.80,11.19,38.09,83.02,999.99,3,180,0,83,0,270,0,125,0,86,0,129,2,86,0,129,1,140,0,210,3,140,0,210
6150,999.99,999.99,999.99,999.99,999.99,999.99,55.33,44.69,19.23,56.31,999.99,999.99,999.99,0,235,0,110,1,353,0,165,0,102,0,153,0,102,4,153,0,185,0,280,0,185,10,280
6151,999.99,999.99,999.99,999.99,999.99,999.99,15.71,73.87,8.91,64.00,30.66,26.19,999.99,1,180,0,83,0,270,0,125,2,110,0,165,9,94,0,141,19,185,0,280,105,185,1,280
6152,999.99,999.99,999.99,999.99,999.99,999.99,56.01,282.68,39.35,366.64,84.93,999.99,999.99,0,180,0,83,1,270,0,125,2,94,18,141,2,110,19,165,7,185,67,280,11,185,95,280
6153,999.99,999.99,999.99,999.99,999.99,999.99,8.59,21.66,5.96,19.34,14.65,18.22,999.99,0,180,0,83,0,270,0,125,0,110,0,165,0,94,0,141,0,185,0,280,0,185,0,280
6154,999.99,12.61,12.61,999.99,3.19,3.19,17.01,68.90,7.11,66.83,48.12,38.52,999.99,17,180,1,83,15,270,1,125,0,102,0,153,29,110,26,165,0,140,0,210,36,140,32,210
6155,999.99,999.99,999.99,999.99,4.79,4.79,15.37,139.28,8.20,153.72,50.26,42.09,999.99,4,235,0,110,5,353,0,165,0,110,0,165,0,86,1,129,0,140,0,210,3,140,5,210
6156,999.99,2.29,2.67,999.99,1.71,2.37,2.51,7.95,2.13,7.59,5.58,5.56,999.99,11,180,1,83,10,270,1,125,0,86,0,129,16,86,28,129,0,140,0,210,227,140,403,210
6157,999.99,999.99,999.99,13.65,1.46,1.46,6.01,10.32,2.90,11.17,18.94,12.60,999.99,1,180,0,83,32,270,1,125,3,86,84,129,6,102,55,153,30,185,721,280,73,185,689,280
6158,999.99,999.99,999.99,11.41,9.09,9.27,68.92,48.95,6.23,42.88,53.94,17.41,999.99,2,235,0,110,7,353,0,165,0,102,0,153,0,102,1,153,0,140,0,210,1,140,4,210
6159,999.99,999.99,999.99,999.99,8.27,8.27,15.97,166.14,9.03,162.12,32.10,31.18,999.99,61,235,3,110,40,353,2,165,0,86,0,129,3,86,3,129,0,185,0,280,1,185,1,280
6160,999.99,999.99,999.99,999.99,2.32,2.32,41.32,15.53,4.47,17.30,44.80,24.02,999.99,1,235,0,110,14,353,1,165,0,102,5,153,6,102,67,153,0,185,166,280,66,185,702,280
6161,999.99,999.99,999.99,999.99,5.65,5.65,34.20,94.30,10.66,89.49,999.99,999.99,999.99,5,235,0,110,2,353,0,165,3,86,1,129,5,86,2,129,76,140,33,210,48,140,20,210
6163,999.99,999.99,999.99,999.99,25.51,25.51,22.71,42.39,10.03,35.64,38.11,66.94,999.99,1,235,0,110,0,353,0,165,0,94,0,141,2,110,0,165,0,140,0,210,7,140,0,210
6164,999.99,999.99,999.99,999.99,999.99,999.99,46.84,106.73,15.19,103.12,85.85,46.47,999.99,1,235,0,110,0,353,0,165,0,102,0,153,2,86,0,129,4,140,0,210,27,140,1,210
6166,999.99,999.99,999.99,999.99,999.99,999.99,33.28,54.62,18.03,57.32,999.99,999.99,999.99,2,180,0,83,3,270,0,125,0,102,0,153,0,102,0,153,0,185,0,280,0,185,0,280
6167,999.99,999.99,999.99,999.99,999.99,999.99,78.49,163.52,8.05,150.84,999.99,999.99,999.99,1,235,0,110,0,353,0,165,2,86,0,129,2,86,0,129,18,185,1,280,30,185,2,280
6168,999.99,3.35,3.35,999.99,1.63,1.63,5.13,7.41,4.13,7.20,12.18,12.15,999.99,17,235,1,110,9,353,1,165,0,102,0,153,4,102,2,153,0,140,0,210,15,140,7,210
6169,999.99,999.99,999.99,999.99,4.99,4.99,3.38,2.80,1.91,4.44,5.01,1.11,999.99,1,235,0,110,676,353,10,165,0,86,9,129,0,102,5,153,0,140,59,210,0,140,18,210
6170,999.99,999.99,999.99,999.99,11.64,11.64,38.49,178.58,12.43,153.82,49.02,999.99,999.99,3,235,0,110,0,353,0,165,1,102,0,153,3,86,0,129,10,185,0,280,71,185,0,280
6171,999.99,999.99,999.99,999.99,11.64,11.64,38.49,178.58,12.43,153.82,49.02,999.99,999.99,3,235,0,110,0,353,0,165,1,102,0,153,3,86,0,129,10,185,0,280,71,185,0,280
6172,999.99,999.99,999.99,5.60,5.60,5.71,40.46,22.11,1.81,7.60,49.35,15.84,999.99,0,235,0,110,1,353,0,165,0,110,0,165,0,86,0,129,0,140,0,210,0,140,2,210
6173,999.99,999.99,999.99,999.99,83.02,83.02,17.53,231.15,5.16,196.31,26.94,20.62,999.99,0,235,0,110,0,353,0,165,0,110,0,165,0,102,0,153,0,140,0,210,0,140,0,210
6174,999.99,999.99,999.99,999.99,999.99,999.99,82.39,82.74,15.85,82.74,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
6175,999.99,999.99,999.99,999.99,999.99,999.99,27.08,121.68,24.88,121.68,61.11,85.81,999.99,0,180,0,83,0,270,0,125,0,110,0,165,0,86,0,129,0,185,0,280,0,185,0,280
6176,999.99,999.99,999.99,22.48,3.59,3.59,224.33,610.76,10.91,571.09,999.99,999.99,999.99,2,180,0,83,1,270,0,125,0,94,0,141,1,102,0,153,0,185,0,280,4,185,2,280
6177,999.99,999.99,999.99,999.99,999.99,999.99,48.39,182.23,10.65,159.17,88.15,23.52,999.99,0,180,0,83,0,270,0,125,0,102,0,153,0,110,0,165,0,185,0,280,1,185,0,280
6178,999.99,999.99,999.99,999.99,999.99,999.99,20.37,22.85,14.20,21.48,66.82,67.55,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,94,0,141,0,185,0,280,0,185,0,280
6179,999.99,999.99,999.99,999.99,999.99,999.99,77.93,115.87,10.22,136.81,53.52,44.54,999.99,1,180,0,83,1,270,0,125,0,86,0,129,0,110,1,165,0,140,0,210,0,140,3,210
6180,999.99,9.14,9.14,999.99,2.08,2.08,6.16,7.18,3.34,7.56,16.59,13.79,999.99,22,180,2,83,34,270,2,125,0,102,0,153,6,94,10,141,0,140,0,210,7,140,12,210
6181,999.99,999.99,999.99,999.99,999.99,999.99,81.30,115.15,34.24,77.31,999.99,999.99,999.99,1,235,0,110,0,353,0,165,0,94,0,141,2,102,0,153,0,140,0,210,45,140,0,210
6182,999.99,30.38,30.38,7.31,3.92,3.92,9.69,75.93,3.21,48.95,16.04,16.04,999.99,11,180,0,83,5,270,0,125,0,102,0,153,12,102,5,153,0,185,0,280,310,185,142,280
6183,999.99,999.99,999.99,999.99,8.19,8.19,23.35,30.25,5.27,36.02,41.82,33.73,999.99,2,235,0,110,5,353,0,165,0,102,0,153,0,110,1,165,0,185,0,280,0,185,0,280
6184,999.99,999.99,999.99,999.99,999.99,999.99,141.81,51.19,18.55,55.09,999.99,96.20,999.99,0,235,0,110,1,353,0,165,1,86,2,129,1,86,3,129,4,185,18,280,5,185,23,280
6185,999.99,999.99,999.99,999.99,15.08,15.08,131.66,565.31,10.80,520.80,999.99,999.99,999.99,1,235,0,110,0,353,0,165,2,86,1,129,2,102,0,153,33,185,9,280,12,185,3,280
6186,999.99,330.05,330.05,999.99,4.78,31.77,4.72,8.02,1.68,7.00,3.58,1.68,999.99,1,180,0,83,0,270,0,125,0,86,0,129,1,94,0,141,0,185,0,280,1,185,0,280
6187,999.99,330.05,330.05,999.99,4.78,31.77,4.72,8.02,1.68,7.00,3.58,1.68,999.99,1,180,0,83,0,270,0,125,0,86,0,129,1,94,0,141,0,185,0,280,1,185,0,280
6188,999.99,999.99,999.99,999.99,999.99,999.99,42.90,479.86,21.12,716.73,76.87,77.61,999.99,0,235,0,110,3,353,0,165,0,94,0,141,0,110,7,165,0,140,0,210,0,140,13,210
6189,999.99,999.99,999.99,999.99,999.99,999.99,53.94,155.65,22.40,88.86,78.64,59.37,999.99,2,235,0,110,0,353,0,165,0,110,0,165,1,86,0,129,0,140,0,210,18,140,0,210
6190,999.99,999.99,999.99,999.99,999.99,999.99,49.22,211.43,30.69,226.68,999.99,999.99,999.99,1,180,0,83,1,270,0,125,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
6191,999.99,999.99,999.99,999.99,999.99,999.99,142.78,518.49,14.23,474.18,999.99,80.84,999.99,0,180,0,83,1,270,0,125,0,94,0,141,0,86,0,129,0,185,0,280,0,185,0,280
6192,999.99,999.99,999.99,999.99,999.99,999.99,41.02,63.13,17.02,71.95,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,110,0,165,0,102,0,153,0,140,0,210,0,140,1,210
6193,999.99,33.50,33.50,999.99,4.71,4.71,18.23,82.90,7.32,92.58,36.91,22.36,999.99,10,180,0,83,13,270,1,125,0,86,0,129,4,86,7,129,0,140,0,210,51,140,86,210
6194,999.99,27.37,27.99,51.72,5.37,5.97,6.20,31.57,3.20,25.63,20.68,2.69,999.99,51,235,2,110,48,353,1,165,0,102,0,153,11,102,6,153,0,140,0,210,11,140,5,210
6195,999.99,999.99,1857.27,132.97,13.53,13.53,26.34,7.80,3.50,7.25,55.52,85.45,999.99,1,235,0,110,1,353,0,165,0,86,0,129,4,86,2,129,1,140,0,210,41,140,16,210
6196,999.99,999.99,1857.27,132.97,13.53,13.53,26.34,7.80,3.50,7.25,55.52,85.45,999.99,1,235,0,110,1,353,0,165,0,86,0,129,4,86,2,129,1,140,0,210,41,140,16,210
6197,999.99,999.99,6440.73,999.99,30.93,30.93,38.58,131.43,21.45,101.66,999.99,999.99,999.99,2,235,0,110,0,353,0,165,9,110,1,165,13,110,2,165,45,140,8,210,40,140,7,210
6199,999.99,999.99,999.99,999.99,8.19,8.19,23.35,30.25,5.27,36.02,41.82,33.73,999.99,2,235,0,110,5,353,0,165,0,102,0,153,0,110,1,165,0,185,0,280,0,185,0,280
6200,999.99,999.99,999.99,999.99,13.54,13.54,345.52,140.63,12.48,182.37,999.99,999.99,999.99,0,235,0,110,7,353,1,165,0,102,19,153,0,110,20,165,2,185,314,280,1,185,90,280
6201,999.99,999.99,999.99,999.99,631.00,631.00,29.88,113.39,8.40,123.11,83.92,75.83,999.99,5,180,0,83,8,270,0,125,0,102,0,153,2,86,3,129,0,185,0,280,28,185,50,280
6202,999.99,999.99,999.99,999.99,999.99,999.99,4.93,7.43,5.13,7.76,16.26,30.26,999.99,2,180,0,83,2,270,0,125,0,86,0,129,1,102,1,153,0,140,0,210,1,140,2,210
6203,999.99,999.99,999.99,999.99,1.83,2.15,4.11,9.01,2.19,10.21,4.69,1.72,999.99,2,235,0,110,8,353,1,165,0,102,6,153,3,86,24,129,0,140,77,210,41,140,311,210
6204,999.99,999.99,999.99,999.99,999.99,999.99,63.60,292.27,27.38,293.92,999.99,999.99,999.99,1,180,0,83,1,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,1,140,1,210
6205,999.99,999.99,999.99,999.99,999.99,999.99,84.45,36.04,27.24,34.88,999.99,999.99,999.99,0,180,0,83,1,270,0,125,0,102,0,153,0,102,0,153,0,185,0,280,0,185,0,280
6206,999.99,999.99,999.99,999.99,999.99,999.99,126.35,229.16,9.38,247.35,999.99,63.72,999.99,0,180,0,83,0,270,0,125,0,94,0,141,0,86,0,129,0,185,0,280,0,185,0,280
6207,999.99,999.99,999.99,999.99,999.99,999.99,64.94,320.25,7.01,243.62,999.99,39.87,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,110,0,165,0,185,0,280,0,185,0,280
6208,999.99,83.53,83.53,999.99,18.10,18.10,15.11,120.14,8.58,112.69,25.72,24.64,999.99,8,235,0,110,5,353,0,165,7,94,4,141,10,94,5,141,54,140,35,210,8,140,4,210
6209,999.99,5.08,5.08,999.99,1.28,1.28,15.12,80.40,8.35,82.67,62.19,50.28,999.99,22,235,1,110,20,353,1,165,0,102,0,153,15,86,17,129,0,140,0,210,264,140,298,210
6210,999.99,999.99,999.99,999.99,80.46,80.46,162.15,557.53,20.17,625.52,999.99,999.99,999.99,5,235,1,110,11,353,1,165,0,86,6,129,17,102,40,153,2,140,77,210,568,140,1294,210
6211,999.99,999.99,999.99,999.99,999.99,999.99,14.90,26.11,12.41,23.05,54.80,48.48,999.99,8,235,1,110,1,353,0,165,0,102,0,153,18,86,1,129,0,185,0,280,464,185,26,280
6212,999.99,999.99,999.99,999.99,999.99,999.99,64.91,105.11,11.34,107.62,999.99,64.40,999.99,0,235,0,110,0,353,0,165,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
6213,999.99,999.99,999.99,999.99,49.13,49.13,314.17,237.03,16.68,310.64,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,94,1,141,0,86,2,129,0,185,2,280,0,185,22,280
6214,999.99,999.99,999.99,999.99,4.92,4.92,12.00,12.53,3.92,11.96,32.67,25.35,999.99,0,180,0,83,43,270,1,125,0,110,0,165,0,102,2,153,0,185,0,280,0,185,19,280
