No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e9_0,e9_1,e10_0,e10_1
23774,999.99,18.75,19.30,999.99,0.93,0.94,18.98,22.28,4.54,27.24,22.76,10.90,6.67,53,180,2,83,240,270,10,125,3,86,15,129,2,140,12,210
23776,47.55,6.70,6.70,22.18,6.56,7.05,7.46,25.21,7.96,22.12,14.61,20.49,2.03,30,235,1,110,14,353,1,165,17,94,7,141,4,140,2,210
23777,999.99,999.99,2010.04,999.99,5.35,5.51,112.44,26.09,6.30,31.24,999.99,999.99,45.71,1,180,0,83,2,270,0,125,0,86,1,129,1,185,3,280
23779,999.99,5.67,5.67,999.99,12.69,12.69,16.91,98.25,19.20,82.68,70.38,83.40,4.89,10,235,0,110,5,353,0,165,2,102,1,153,1,185,0,280
23780,999.99,129.13,129.13,999.99,33.30,33.30,47.11,459.80,32.71,433.76,999.99,999.99,7.38,4,235,0,110,2,353,0,165,4,110,2,165,1,140,0,210
23781,999.99,177.29,177.29,2.63,1.21,1.23,33.97,113.38,2.64,26.39,17.79,2.03,10.04,50,235,3,110,232,353,12,165,21,86,108,129,30,140,160,210
23782,999.99,31.85,32.49,999.99,6.53,6.59,17.91,21.78,9.88,20.61,41.18,54.60,5.09,14,180,1,83,7,270,0,125,3,86,1,129,1,185,0,280
23783,999.99,245.98,245.98,10.12,4.19,4.19,103.38,87.43,7.79,80.65,999.99,47.56,8.20,3,235,0,110,7,353,0,165,1,86,2,129,1,185,3,280
23784,999.99,8.18,8.18,999.99,5.78,5.78,16.79,222.93,16.73,203.25,30.77,41.84,3.87,55,180,3,83,23,270,1,125,3,86,1,129,4,185,1,280
23785,999.99,999.99,2037.38,999.99,4.93,4.99,35.15,8.77,4.84,9.30,46.37,22.34,19.77,1,235,0,110,2,353,0,165,0,102,0,153,0,185,0,280
23786,999.99,32.22,32.72,999.99,4.47,4.47,23.95,74.73,10.61,65.66,75.21,999.99,5.40,12,235,1,110,3,353,0,165,1,102,0,153,0,140,0,210
23787,999.99,6.07,6.88,999.99,7.12,7.80,7.96,93.29,10.79,78.74,17.44,34.99,3.78,19,180,1,83,3,270,0,125,3,86,0,129,5,185,1,280
23788,999.99,999.99,999.99,999.99,999.99,999.99,32.19,22.13,29.11,21.97,999.99,999.99,13.40,3,235,0,110,27,353,1,165,1,102,10,153,1,140,17,210
23790,999.99,255.57,255.57,999.99,39.82,39.82,66.54,63.07,29.76,58.73,82.17,999.99,6.00,5,235,0,110,2,353,0,165,7,94,3,141,1,185,0,280
23791,999.99,255.57,255.57,999.99,39.82,39.82,66.54,63.07,29.76,58.73,82.17,999.99,6.00,5,235,0,110,2,353,0,165,7,94,3,141,1,185,0,280
23792,999.99,999.99,20312.69,8.24,6.43,10.24,54.97,35.35,1.98,21.71,999.99,3.53,72.50,1,180,0,83,2,270,0,125,1,86,3,129,0,185,1,280
23793,999.99,25.85,27.08,999.99,1.86,2.25,14.50,377.23,3.42,456.97,27.10,12.42,4.73,51,235,1,110,78,353,2,165,20,102,44,153,5,140,10,210
23795,999.99,167.10,167.10,999.99,13.12,13.51,55.27,290.97,20.06,319.35,85.64,46.34,10.65,4,235,0,110,7,353,1,165,2,86,4,129,2,185,4,280
23796,999.99,167.10,167.10,999.99,13.12,13.51,55.27,290.97,20.06,319.35,85.64,46.34,10.65,4,235,0,110,7,353,1,165,2,86,4,129,2,185,4,280
23798,999.99,5.56,5.84,999.99,3.02,3.39,10.25,161.59,7.02,152.18,37.90,37.39,4.65,18,180,1,83,12,270,1,125,1,86,1,129,1,140,1,210
23799,999.99,5.56,5.84,999.99,3.02,3.39,10.25,161.59,7.02,152.18,37.90,37.39,4.65,18,180,1,83,12,270,1,125,1,86,1,129,1,140,1,210
23800,999.99,541.24,541.24,999.99,7.12,7.12,49.35,30.25,12.31,35.48,89.46,40.26,17.91,1,235,0,110,3,353,0,165,1,102,3,153,1,185,3,280
23801,999.99,198.74,198.74,999.99,195.63,195.63,50.82,270.37,86.21,186.26,87.08,999.99,7.76,2,235,0,110,0,353,0,165,11,110,1,165,2,185,0,280
23802,999.99,189.01,189.01,999.99,26.69,26.69,56.82,444.68,15.47,382.34,999.99,999.99,12.48,5,235,0,110,2,353,0,165,1,102,0,153,1,140,0,210
23803,999.99,504.13,504.13,29.01,18.41,18.41,77.09,44.93,10.92,42.94,42.46,20.66,6.92,4,180,0,83,8,270,1,125,2,94,4,141,0,140,0,210
23804,999.99,38.86,38.86,4.30,3.52,3.96,22.60,115.28,4.01,57.75,31.00,13.55,4.78,5,235,0,110,9,353,0,165,13,110,26,165,5,185,10,280
23805,999.99,999.99,32351.94,999.99,41.42,41.42,596.27,37.33,34.29,45.45,999.99,999.99,38.33,0,180,0,83,1,270,0,125,0,94,2,141,0,140,0,210
23806,6.48,6.48,8.86,1.00,1.00,1.97,3.71,4.23,1.69,0.43,4.57,1.77,1.95,23,235,1,110,28,353,2,165,1,86,1,129,1,140,1,210
23807,999.99,0.94,0.98,2.04,0.99,1.04,5.26,55.54,4.32,4.37,18.32,22.44,1.18,58,180,3,83,20,270,1,125,4,102,1,153,4,185,1,280
23808,999.99,19.08,19.08,999.99,18.42,18.42,36.46,357.01,58.03,317.18,999.99,999.99,5.74,12,235,0,110,2,353,0,165,6,110,1,165,1,185,0,280
23809,999.99,81.60,81.60,999.99,18.46,18.46,7.27,18.34,4.03,14.29,11.08,26.09,7.33,16,180,1,83,3,270,0,125,37,94,5,141,4,140,1,210
23810,999.99,70.94,70.94,999.99,3.95,3.95,51.34,138.73,16.76,126.18,999.99,999.99,13.95,11,235,0,110,5,353,0,165,18,110,8,165,2,185,1,280
23811,999.99,111.37,111.37,999.99,26.76,26.76,25.89,451.22,17.46,291.50,93.10,999.99,16.00,3,235,0,110,0,353,0,165,0,102,0,153,1,140,0,210
23812,999.99,38.32,39.41,2.53,2.02,2.37,8.37,11.32,2.17,4.54,11.69,8.58,5.81,9,180,1,83,14,270,1,125,1,110,2,165,0,185,0,280
23813,999.99,12.75,12.75,999.99,10.51,10.51,11.97,42.26,10.64,39.07,21.89,22.28,3.57,18,235,1,110,8,353,1,165,19,94,7,141,4,140,1,210
23814,999.99,178.60,178.60,999.99,11.22,11.22,80.51,256.38,15.13,232.12,999.99,999.99,6.05,5,180,0,83,1,270,0,125,4,86,1,129,2,140,0,210
23816,999.99,15.53,16.65,999.99,3.75,4.24,7.67,19.46,4.05,20.03,14.59,10.50,4.73,11,180,1,83,11,270,1,125,9,86,11,129,5,185,6,280
23817,999.99,4.08,4.08,999.99,2.63,2.63,16.68,184.59,10.15,168.26,64.50,57.58,3.64,35,235,2,110,19,353,1,165,2,102,1,153,1,140,0,210
23819,999.99,999.99,999.99,999.99,21.86,21.86,479.66,49.77,23.51,52.71,999.99,999.99,133.00,0,180,0,83,1,270,0,125,0,102,0,153,0,140,0,210
23821,999.99,85.36,85.36,5.92,5.19,5.47,19.88,18.23,4.06,13.45,17.22,11.56,4.83,8,235,1,110,12,353,1,165,0,102,0,153,0,140,0,210
23822,999.99,85.36,85.36,5.92,5.19,5.47,19.88,18.23,4.06,13.45,17.22,11.56,4.83,8,235,1,110,12,353,1,165,0,102,0,153,0,140,0,210
23823,999.99,41.85,41.85,999.99,7.16,7.19,25.56,147.28,7.15,139.19,35.52,34.45,3.52,11,180,1,83,6,270,0,125,2,86,1,129,2,185,1,280
23824,999.99,265.83,265.83,999.99,35.13,35.13,38.24,344.38,10.28,384.29,999.99,44.66,6.29,3,235,0,110,4,353,0,165,1,86,1,129,0,185,0,280
23825,999.99,4.92,5.30,999.99,3.57,3.88,5.34,20.93,4.77,16.67,18.61,32.16,3.27,43,180,3,83,12,270,1,125,7,86,1,129,6,185,1,280
23826,999.99,2.67,16.02,999.99,2.36,7.36,2.35,13.61,2.33,12.58,1.92,1.61,7.00,81,235,2,110,132,353,3,165,4,102,7,153,7,140,11,210
23827,999.99,999.99,4827.44,2.83,2.18,2.90,57.73,77.45,2.17,17.48,85.21,6.02,34.00,1,235,0,110,16,353,1,165,1,110,81,165,1,140,48,210
23828,999.99,67.98,67.98,999.99,3.98,3.98,28.18,20.74,7.11,22.75,92.30,56.73,7.60,2,180,0,83,4,270,0,125,1,110,3,165,0,185,0,280
23830,999.99,22.28,22.66,5.27,4.98,5.26,9.71,18.32,3.39,8.04,15.84,30.26,3.05,39,235,2,110,12,353,1,165,11,110,2,165,1,140,0,210
23831,999.99,22.28,22.66,5.27,4.98,5.26,9.71,18.32,3.39,8.04,15.84,30.26,3.05,39,235,2,110,12,353,1,165,11,110,2,165,1,140,0,210
23832,999.99,999.99,999.99,999.99,999.99,999.99,5.26,3.29,2.77,3.58,3.90,2.33,4.91,10,235,1,110,24,353,2,165,4,102,13,153,3,140,12,210
23833,999.99,25.59,25.59,999.99,4.06,4.10,19.04,86.84,7.31,76.59,29.71,36.65,3.94,13,235,0,110,15,353,1,165,6,94,6,141,1,140,1,210
23834,999.99,22.45,23.29,999.99,1.88,1.90,13.49,6.04,4.62,6.80,30.14,15.51,6.02,37,180,3,83,83,270,6,125,11,86,24,129,13,140,27,210
23835,999.99,59.61,59.61,7.83,5.89,6.46,7.08,10.97,2.22,6.44,10.41,13.78,7.47,10,180,0,83,5,270,0,125,3,86,1,129,3,140,1,210
23836,999.99,999.99,999.99,999.99,19.31,19.31,63.91,62.87,10.53,54.41,60.45,999.99,22.10,1,235,0,110,0,353,0,165,0,86,0,129,1,140,0,210
23837,999.99,6.18,6.26,999.99,6.58,6.82,23.00,451.08,20.41,384.40,95.30,999.99,4.02,17,180,1,83,6,270,0,125,7,102,2,153,5,185,1,280
23839,999.99,999.99,999.99,999.99,9.10,9.10,97.77,114.37,9.31,119.83,999.99,71.18,8.75,1,180,0,83,2,270,0,125,2,94,4,141,0,140,1,210
23840,999.99,999.99,999.99,999.99,9.10,9.10,97.77,114.37,9.31,119.83,999.99,71.18,8.75,1,180,0,83,2,270,0,125,2,94,4,141,0,140,1,210
23841,999.99,999.99,999.99,999.99,999.99,999.99,36.45,418.74,17.02,436.18,91.41,999.99,5.40,3,235,0,110,3,353,0,165,0,102,0,153,0,185,0,280
23842,999.99,141.04,141.04,999.99,5.49,5.49,32.63,37.76,7.71,38.06,999.99,70.32,15.79,4,235,0,110,3,353,0,165,0,102,0,153,1,140,1,210
23843,999.99,104.67,104.67,999.99,16.17,16.17,44.31,425.80,22.36,378.09,80.77,96.70,12.09,5,180,0,83,2,270,0,125,2,86,1,129,2,140,1,210
23844,999.99,999.99,46292.45,999.99,13.11,13.11,312.08,627.62,8.74,872.54,999.99,55.03,104.33,0,235,0,110,1,353,0,165,0,86,2,129,0,185,1,280
23845,999.99,6.09,6.66,9.61,2.42,3.06,6.12,28.45,2.98,20.77,18.78,12.18,3.43,17,235,1,110,17,353,1,165,1,102,1,153,1,185,1,280
23846,999.99,18.36,18.36,999.99,2.11,2.15,24.04,205.73,8.30,259.20,48.65,25.17,5.63,8,180,1,83,20,270,1,125,1,102,2,153,1,140,2,210
23848,999.99,10.45,10.45,3.82,1.40,1.40,14.58,69.63,4.49,37.64,20.54,11.75,3.10,31,235,1,110,129,353,9,165,5,102,36,153,10,185,77,280
23849,999.99,10.45,10.45,3.82,1.40,1.40,14.58,69.63,4.49,37.64,20.54,11.75,3.10,31,235,1,110,129,353,9,165,5,102,36,153,10,185,77,280
23850,999.99,120.15,120.15,40.77,5.62,5.91,26.88,203.18,5.78,207.64,47.03,24.55,6.39,8,180,0,83,12,270,1,125,0,86,1,129,0,140,1,210
23851,999.99,15.57,16.08,999.99,4.57,4.66,14.53,39.62,8.55,37.83,35.22,44.27,3.77,34,235,1,110,21,353,1,165,2,86,1,129,3,185,2,280
23852,999.99,6.44,9.30,2.23,1.71,3.76,3.39,18.13,2.56,4.65,6.31,1.84,2.61,12,180,1,83,5,270,0,125,2,102,0,153,1,140,0,210
23853,999.99,216.87,216.87,4.24,1.57,1.94,22.18,7.31,2.95,4.91,63.18,34.55,8.96,5,235,0,110,9,353,0,165,2,102,7,153,0,140,1,210
23854,999.99,12.77,12.77,999.99,10.25,10.25,19.36,56.82,18.30,54.01,86.06,97.68,3.90,10,180,1,83,6,270,0,125,41,110,22,165,7,140,4,210
23855,999.99,999.99,999.99,999.99,999.99,999.99,35.16,44.23,5.11,41.42,53.75,24.77,24.20,1,235,0,110,0,353,0,165,0,86,0,129,0,140,0,210
23856,999.99,125.86,125.86,999.99,7.04,7.04,33.27,40.55,7.94,40.55,82.91,88.64,9.83,13,180,0,83,9,270,0,125,7,110,5,165,1,140,1,210
23857,999.99,69.33,69.33,999.99,6.04,6.04,32.60,44.09,10.14,42.65,56.31,52.11,5.52,9,235,1,110,5,353,1,165,2,102,1,153,2,140,1,210
23859,999.99,999.99,999.99,999.99,3.69,3.69,59.13,30.88,8.49,34.37,54.89,21.96,36.56,13,180,1,83,17,270,1,125,1,102,1,153,1,185,1,280
23860,999.99,999.99,999.99,999.99,3.69,3.69,59.13,30.88,8.49,34.37,54.89,21.96,36.56,13,180,1,83,17,270,1,125,1,102,1,153,1,185,1,280
23861,999.99,999.99,999.99,999.99,7.85,7.85,23.60,201.31,8.13,216.00,51.65,25.04,4.29,6,235,0,110,9,353,0,165,9,94,13,141,4,185,6,280
23862,999.99,999.99,999.99,999.99,17.55,17.55,41.75,8.60,4.06,12.34,94.27,16.61,48.40,0,180,0,83,3,270,0,125,0,110,6,165,0,140,1,210
23863,999.99,999.99,999.99,999.99,22.34,22.34,42.35,54.47,9.36,60.54,57.06,40.00,18.17,2,235,0,110,2,353,0,165,0,86,1,129,0,185,0,280
23864,999.99,999.99,999.99,999.99,999.99,999.99,14.59,123.93,6.81,113.05,42.53,36.43,5.50,3,180,0,83,1,270,0,125,3,94,0,141,0,185,0,280
23865,999.99,6.24,6.80,999.99,7.18,7.73,4.78,28.50,5.52,25.00,7.32,10.10,2.24,72,180,3,83,24,270,1,125,5,86,1,129,2,185,1,280
23866,999.99,352.42,352.42,999.99,4.47,4.47,42.87,84.82,23.30,80.12,999.99,999.99,15.57,2,235,0,110,3,353,0,165,1,86,1,129,1,185,1,280
23867,999.99,34.42,34.42,999.99,7.25,7.64,25.81,61.62,11.60,55.87,45.43,53.36,4.04,7,235,0,110,3,353,0,165,1,102,0,153,1,185,0,280
23868,999.99,24.04,24.04,999.99,8.30,8.30,33.30,341.06,14.47,298.43,64.65,84.99,2.93,5,180,0,83,2,270,0,125,3,86,1,129,5,185,1,280
23869,999.99,999.99,999.99,999.99,142.30,142.30,61.99,24.32,24.34,23.23,999.99,999.99,13.75,0,235,0,110,0,353,0,165,0,102,0,153,0,140,0,210
23870,999.99,43.36,43.36,999.99,4.87,4.88,33.74,125.12,10.54,113.37,999.99,999.99,4.50,4,180,0,83,1,270,0,125,4,94,1,141,1,140,0,210
23871,999.99,999.99,999.99,999.99,9.80,9.80,75.83,62.08,4.82,57.18,91.24,38.26,31.80,0,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
23872,999.99,730.61,730.61,999.99,21.35,21.35,75.81,80.35,11.39,74.83,999.99,999.99,16.77,1,180,0,83,1,270,0,125,3,94,1,141,0,140,0,210
23873,999.99,697.85,697.85,16.10,13.47,14.31,87.31,81.25,9.15,85.02,72.93,14.76,7.43,4,235,0,110,29,353,2,165,1,102,9,153,0,140,2,210
23874,26.66,14.06,18.73,1.97,1.97,2.81,7.93,168.64,2.64,28.99,5.94,3.19,3.58,11,180,1,83,22,270,1,125,7,94,15,141,6,140,12,210
23875,999.99,15.37,15.37,3.57,2.98,3.79,11.31,23.80,3.93,10.65,20.10,20.86,2.68,16,235,1,110,13,353,1,165,10,110,8,165,2,185,2,280
23876,999.99,999.99,999.99,999.99,21.72,21.72,12.17,12.48,3.32,13.40,6.59,4.06,17.67,1,180,0,83,2,270,0,125,0,94,2,141,0,140,0,210
23877,999.99,51.53,51.53,999.99,22.22,22.22,25.46,413.78,10.90,413.78,59.74,36.00,3.10,2,235,0,110,2,353,0,165,9,110,7,165,0,185,0,280
23879,999.99,999.99,999.99,999.99,3.66,3.66,79.80,117.53,9.27,118.59,999.99,39.05,41.86,1,235,0,110,11,353,1,165,0,94,3,141,0,140,1,210
23880,999.99,999.99,999.99,999.99,3.66,3.66,79.80,117.53,9.27,118.59,999.99,39.05,41.86,1,235,0,110,11,353,1,165,0,94,3,141,0,140,1,210
23881,999.99,999.99,999.99,999.99,6.03,6.03,40.68,32.82,13.07,30.26,999.99,999.99,12.36,3,180,0,83,0,270,0,125,4,110,1,165,1,185,0,280
23882,999.99,999.99,999.99,999.99,22.99,22.99,34.24,15.29,3.55,18.18,86.20,27.61,51.75,1,235,0,110,5,353,0,165,1,102,3,153,0,185,1,280
23883,999.99,999.99,999.99,999.99,2.45,2.45,15.98,97.66,4.79,101.95,31.92,18.60,4.86,4,180,0,83,2,270,0,125,15,102,20,153,5,140,7,210
23884,999.99,68.92,68.92,999.99,14.36,14.74,28.62,79.40,12.17,77.54,90.24,85.29,7.29,8,235,0,110,5,353,0,165,3,102,2,153,4,140,3,210
23885,999.99,999.99,999.99,999.99,13.59,13.59,20.51,16.20,4.88,17.95,44.96,35.21,14.55,0,180,0,83,2,270,0,125,0,110,1,165,0,185,1,280
23886,999.99,999.99,999.99,999.99,999.99,999.99,63.29,194.44,18.18,216.76,999.99,80.14,46.00,0,235,0,110,0,353,0,165,0,102,0,153,0,185,0,280
23887,999.99,1.62,1.88,999.99,0.98,1.29,4.42,17.69,3.67,18.41,9.93,9.32,3.05,50,235,2,110,49,353,2,165,9,86,9,129,5,185,5,280
23888,999.99,17.95,18.30,999.99,3.96,4.12,15.74,53.10,8.42,53.10,30.05,28.59,4.20,9,180,1,83,7,270,1,125,1,86,1,129,1,185,1,280
23890,999.99,389.92,389.92,999.99,17.21,17.21,14.92,17.66,3.60,15.78,39.32,76.59,12.06,3,235,0,110,1,353,0,165,0,102,0,153,0,185,0,280
23891,999.99,389.92,389.92,999.99,17.21,17.21,14.92,17.66,3.60,15.78,39.32,76.59,12.06,3,235,0,110,1,353,0,165,0,102,0,153,0,185,0,280
23892,999.99,120.55,120.55,3.26,3.26,4.04,19.42,26.33,2.57,8.40,25.51,6.86,4.83,11,180,0,83,44,270,2,125,1,86,5,129,2,185,10,280
23894,999.99,269.09,269.09,999.99,47.10,47.10,33.76,50.41,18.54,52.20,53.17,41.02,11.04,3,235,0,110,2,353,0,165,6,110,6,165,1,140,1,210
23895,999.99,999.99,999.99,999.99,999.99,999.99,31.99,58.49,10.25,64.29,999.99,67.34,5.00,1,180,0,83,3,270,0,125,2,102,5,153,5,140,14,210
23896,999.99,999.99,999.99,10.91,7.60,7.60,10.47,95.92,2.46,58.22,12.56,10.59,8.04,3,235,0,110,1,353,0,165,1,86,0,129,0,185,0,280
23897,999.99,999.99,999.99,999.99,13.22,13.22,117.55,53.84,7.10,62.25,999.99,84.45,30.67,0,180,0,83,1,270,0,125,0,86,0,129,0,185,0,280
23898,999.99,999.99,999.99,999.99,999.99,999.99,14.43,68.24,9.32,53.82,46.46,65.70,6.59,4,235,0,110,0,353,0,165,1,86,0,129,0,185,0,280
23899,999.99,999.99,999.99,999.99,999.99,999.99,49.94,267.03,8.68,289.08,999.99,80.68,13.45,3,180,0,83,3,270,0,125,4,94,6,141,1,185,2,280
23900,999.99,999.99,999.99,999.99,30.04,30.04,29.81,7.35,4.84,9.53,40.55,19.75,999.99,0,235,0,110,7,353,0,165,0,110,12,165,0,140,1,210
23901,999.99,999.99,999.99,999.99,999.99,999.99,73.82,70.07,19.78,82.74,999.99,999.99,31.29,0,180,0,83,1,270,0,125,0,110,3,165,0,185,0,280
23902,999.99,269.09,269.09,999.99,47.10,47.10,33.76,50.41,18.54,52.20,53.17,41.02,11.04,3,235,0,110,2,353,0,165,6,110,6,165,1,140,1,210
23903,999.99,999.99,999.99,999.99,1.13,1.13,47.29,353.30,8.48,472.98,999.99,25.03,7.90,2,180,0,83,19,270,1,125,0,102,2,153,0,140,2,210
23904,999.99,999.99,999.99,999.99,38.69,38.69,64.25,219.58,29.88,268.45,999.99,999.99,13.88,5,235,0,110,7,353,0,165,2,86,4,129,1,140,2,210
23905,999.99,999.99,999.99,999.99,46.30,46.30,33.66,999.99,21.95,999.99,77.87,60.97,11.83,14,180,1,83,10,270,0,125,12,102,10,153,5,185,4,280
23906,999.99,3.55,3.82,999.99,1.69,1.95,5.39,20.73,4.28,19.94,11.76,13.67,3.13,16,235,1,110,10,353,1,165,1,102,1,153,1,185,0,280
23907,999.99,999.99,999.99,999.99,286.99,286.99,246.78,60.90,13.32,65.51,999.99,82.94,277.00,0,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
23908,999.99,999.99,999.99,999.99,24.89,24.89,33.41,128.01,8.34,133.07,51.25,57.10,15.87,2,235,0,110,2,353,0,165,1,102,1,153,0,140,0,210
23909,999.99,708.04,708.04,999.99,37.63,37.63,64.66,33.45,21.11,32.98,57.60,56.07,15.75,3,180,0,83,2,270,0,125,0,86,0,129,0,140,0,210
23910,999.99,999.99,999.99,999.99,999.99,999.99,77.09,79.75,13.26,81.66,999.99,999.99,41.00,0,235,0,110,0,353,0,165,1,86,1,129,0,140,1,210
23911,999.99,999.99,999.99,999.99,999.99,999.99,13.68,73.26,15.92,73.78,29.14,50.20,5.46,3,180,0,83,1,270,0,125,0,102,0,153,0,185,0,280
23912,999.99,999.99,999.99,999.99,55.41,55.41,10.42,3.01,3.85,3.30,8.66,6.23,80.00,0,235,0,110,0,353,0,165,0,86,0,129,0,140,0,210
23913,6.79,2.50,4.82,999.99,3.53,5.35,3.11,10.37,4.54,11.71,4.81,2.54,2.93,52,180,2,83,10,270,1,125,35,94,6,141,6,185,1,280
23914,999.99,14.20,14.20,999.99,1.89,2.17,11.34,6.86,6.06,6.94,38.63,35.23,5.24,14,235,1,110,14,353,1,165,1,102,1,153,1,185,1,280
23915,999.99,999.99,999.99,1.40,1.38,1.45,42.66,12.54,2.41,3.91,53.77,5.09,7.94,2,180,0,83,29,270,3,125,1,102,52,153,1,185,50,280
23916,999.99,94.84,94.84,999.99,5.40,5.40,82.05,849.85,12.23,902.63,999.99,999.99,9.75,3,180,0,83,2,270,0,125,3,94,3,141,1,185,1,280
23917,999.99,999.99,999.99,999.99,6.85,6.85,70.47,98.65,7.16,114.44,97.94,23.15,89.00,0,180,0,83,7,270,0,125,0,102,1,153,0,185,0,280
23918,999.99,999.99,999.99,999.99,8.57,8.57,15.97,23.53,8.02,20.23,29.38,999.99,10.75,2,235,0,110,0,353,0,165,1,86,0,129,1,185,0,280
23919,999.99,999.99,999.99,999.99,999.99,999.99,242.68,163.78,158.42,163.78,999.99,999.99,193.00,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
23920,999.99,999.99,999.99,999.99,21.25,21.25,16.77,164.40,8.04,134.28,28.73,57.35,9.82,3,235,0,110,0,353,0,165,3,86,0,129,6,140,0,210
23921,999.99,999.99,1525.46,999.99,28.72,32.25,27.17,41.56,4.79,48.05,44.03,17.38,18.73,1,180,0,83,2,270,0,125,0,86,1,129,0,185,0,280
23922,999.99,999.99,999.99,999.99,999.99,999.99,27.23,155.10,7.79,169.26,86.79,43.94,8.87,0,235,0,110,1,353,0,165,0,102,0,153,0,140,0,210
23923,999.99,152.09,152.09,5.61,3.55,3.55,2.66,4.76,1.68,3.29,4.34,4.03,8.50,1,180,0,83,2,270,0,125,0,86,0,129,0,185,0,280
23925,999.99,999.99,3909.21,999.99,26.57,26.57,21.53,5.56,4.13,5.34,42.22,66.29,18.30,2,235,0,110,1,353,0,165,1,102,0,153,1,140,0,210
23926,999.99,999.99,3909.21,999.99,26.57,26.57,21.53,5.56,4.13,5.34,42.22,66.29,18.30,2,235,0,110,1,353,0,165,1,102,0,153,1,140,0,210
23928,999.99,470.78,476.05,999.99,18.51,18.81,19.48,31.61,5.02,29.58,32.97,42.86,11.72,4,180,0,83,2,270,0,125,1,86,0,129,0,140,0,210
23929,999.99,470.78,476.05,999.99,18.51,18.81,19.48,31.61,5.02,29.58,32.97,42.86,11.72,4,180,0,83,2,270,0,125,1,86,0,129,0,140,0,210
23930,999.99,999.99,999.99,999.99,999.99,999.99,46.75,460.78,43.68,309.52,88.46,999.99,12.80,3,235,0,110,0,353,0,165,3,102,0,153,9,140,1,210
23931,999.99,999.99,999.99,999.99,999.99,999.99,22.30,76.50,7.28,72.17,86.87,2.37,11.35,3,180,0,83,25,270,2,125,0,86,0,129,0,185,0,280
23932,999.99,1.34,1.53,999.99,1.57,1.90,3.73,11.34,3.25,11.02,13.50,12.70,2.05,30,235,2,110,22,353,1,165,2,102,2,153,7,185,5,280
23933,999.99,999.99,999.99,999.99,999.99,999.99,45.53,75.13,10.38,100.76,56.90,48.05,21.36,0,180,0,83,3,270,0,125,0,86,1,129,0,140,1,210
23934,999.99,999.99,999.99,999.99,999.99,999.99,9.18,68.91,7.34,58.10,35.76,40.44,3.00,18,180,1,83,8,270,0,125,21,102,8,153,20,140,7,210
23935,134.52,96.45,96.45,7.59,7.59,7.80,13.92,7.29,3.95,4.52,11.06,13.73,3.26,7,235,0,110,5,353,0,165,26,110,17,165,4,185,2,280
23936,59.36,14.64,14.64,12.11,7.91,7.91,10.41,67.58,9.01,38.26,21.19,45.60,1.66,55,180,3,83,1,270,0,125,13,86,1,129,6,185,1,280
23937,999.99,999.99,999.99,1.02,0.76,1.02,50.16,43.94,2.89,8.15,13.54,2.63,6.64,41,235,1,110,108,353,4,165,4,86,13,129,17,140,52,210
23938,999.99,22.74,22.74,999.99,8.32,8.32,12.53,17.48,13.81,15.47,22.56,49.67,2.12,5,180,0,83,1,270,0,125,0,102,0,153,1,185,0,280
23939,999.99,999.99,999.99,11.91,9.92,9.92,182.60,14.04,2.62,8.65,999.99,20.57,183.00,0,235,0,110,0,353,0,165,0,86,0,129,0,140,0,210
23940,999.99,999.99,999.99,999.99,10.72,10.72,106.14,257.76,8.76,219.13,999.99,999.99,12.38,2,180,0,83,0,270,0,125,1,102,0,153,1,140,0,210
23941,999.99,999.99,999.99,999.99,6.53,6.53,44.15,13.00,5.28,17.67,999.99,30.49,50.83,0,235,0,110,5,353,0,165,0,102,2,153,0,140,2,210
23942,999.99,999.99,999.99,2.52,1.52,3.01,6.85,6.61,1.97,3.00,10.79,4.68,9.50,2,180,0,83,9,270,1,125,0,102,1,153,0,185,1,280
23944,999.99,999.99,999.99,999.99,7.10,7.10,13.93,95.60,3.48,110.64,26.61,3.53,20.08,2,180,0,83,6,270,0,125,0,102,0,153,1,185,1,280
23945,999.99,999.99,999.99,999.99,999.99,999.99,14.77,39.12,4.57,38.87,26.64,13.46,4.47,6,235,0,110,4,353,0,165,8,86,6,129,6,185,5,280
23946,999.99,999.99,999.99,999.99,4.90,4.90,11.57,53.87,3.27,43.99,42.72,1.19,7.76,4,180,1,83,21,270,2,125,7,86,0,129,8,140,0,210
23947,999.99,999.99,999.99,999.99,999.99,999.99,15.31,7.55,5.06,8.17,16.62,10.18,16.62,0,235,0,110,1,353,0,165,0,94,0,141,0,140,0,210
23948,999.99,5.00,5.00,999.99,0.91,1.00,9.01,177.16,3.09,202.72,21.17,11.86,2.29,14,235,1,110,18,353,1,165,3,102,4,153,1,140,2,210
23949,999.99,999.99,999.99,999.99,10.62,10.62,127.68,16.17,7.19,20.53,999.99,43.93,24.70,1,180,0,83,17,270,1,125,0,86,12,129,0,185,6,280
23950,999.99,999.99,999.99,999.99,1.64,1.64,16.87,27.10,3.78,31.06,24.24,16.20,7.53,4,235,0,110,4,353,1,165,3,102,8,153,3,140,8,210
